Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
RIVERVALE CREST,7 Rivervale Crescent  #11-19,1,112,Strata,820000,-,7321,680,25-Feb-19,Apartment,99 Yrs From 06/12/1997,2002,Resale,HDB,19,54,545085,North East Region,Sengkang
RIVERSOUND RESIDENCE,9 Sengkang East Avenue  #05-28,1,99,Strata,1020000,-,10303,957,25-Feb-19,Condominium,99 Yrs From 26/08/2011,2015,Resale,HDB,19,54,544742,North East Region,Sengkang
ESPARINA RESIDENCES,113 Compassvale Bow  #06-05,1,77,Strata,920000,-,11948,1110,25-Feb-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544814,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #02-04,1,62,Strata,870112,-,14034,1304,24-Feb-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #10-04,1,62,Strata,896112,-,14453,1343,24-Feb-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #22-27,1,47,Strata,724000,-,15404,1431,24-Feb-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
N.A.,64 Jalan Tari Piring,1,157,Land,2450000,-,15565,1446,22-Feb-19,Terrace House,999 Yrs From 01/01/1879,1997,Resale,HDB,28,79,799217,North East Region,Sengkang
COMPASS HEIGHTS,11 Sengkang Square  #05-23,1,98,Strata,930000,-,9490,882,21-Feb-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,HDB,19,54,545076,North East Region,Sengkang
RIVERSOUND RESIDENCE,1 Sengkang East Avenue  #11-05,1,99,Strata,1060000,-,10707,995,21-Feb-19,Condominium,99 Yrs From 26/08/2011,2015,Resale,HDB,19,54,544811,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #14-01,1,47,Strata,690000,-,14681,1364,19-Feb-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #15-32,1,91,Strata,1343450,-,14763,1372,19-Feb-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
ESPARINA RESIDENCES,121 Compassvale Bow  #05-24,1,77,Strata,840000,-,10909,1013,18-Feb-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544818,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #05-16,1,80,Strata,1069112,-,13364,1242,17-Feb-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797391,North East Region,Sengkang
H2O RESIDENCES,38 Fernvale Link  #04-23,1,114,Strata,1290000,-,11316,1051,15-Feb-19,Condominium,99 Yrs From 10/05/2010,2015,Resale,N.A,28,79,797534,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #21-35,1,47,Strata,720000,-,15319,1423,14-Feb-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
THE QUARTZ,69 Compassvale Bow  #14-37,1,112,Strata,1182000,-,10554,980,14-Feb-19,Condominium,99 Yrs From 18/04/2005,2009,Resale,HDB,19,54,544993,North East Region,Sengkang
THE RIVERVALE,3 Rivervale Link  #04-26,1,127,Strata,980000,-,7717,717,14-Feb-19,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545119,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #17-32,1,91,Strata,1354120,-,14880,1382,13-Feb-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797394,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #17-05,1,62,Strata,931200,-,15019,1395,22-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
ESPARINA RESIDENCES,117 Compassvale Bow  #05-14,1,108,Strata,1300000,-,12037,1118,22-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544816,North East Region,Sengkang
HIGH PARK RESIDENCES,31 Fernvale Road  #07-42,1,42,Strata,560000,-,13333,1239,21-Mar-19,Apartment,99 Yrs From 05/11/2014,2019,Sub Sale,HDB,28,79,797417,North East Region,Sengkang
THE RIVERVALE,7 Rivervale Link  #04-48,1,122,Strata,930000,-,7623,708,21-Mar-19,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545125,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #21-01,1,47,Strata,713000,-,15170,1409,20-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
ESPARINA RESIDENCES,117 Compassvale Bow  #01-13,1,133,Strata,1417000,-,10654,990,19-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544816,North East Region,Sengkang
LA FIESTA,52 Sengkang Square  #11-07,1,102,Strata,1300000,-,12745,1184,18-Mar-19,Condominium,99 Yrs From 03/09/2012,2016,Resale,Private,19,54,544831,North East Region,Sengkang
THE VALES,85 Anchorvale Crescent  #01-32,1,85,Strata,765000,-,9000,836,18-Mar-19,Executive Condominium,99 Yrs From 19/05/2014,2017,Resale,HDB,19,54,544627,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #20-25,1,119,Strata,1657730,-,13931,1294,18-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797393,North East Region,Sengkang
RIVERTREES RESIDENCES,27 Fernvale Close  #09-18,1,54,Strata,740000,-,13704,1273,18-Mar-19,Apartment,99 Yrs From 28/08/2013,2017,Resale,Private,28,79,797463,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #05-11,1,72,Strata,981000,-,13625,1266,17-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797391,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #22-24,1,105,Strata,1375000,-,13095,1217,17-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797393,North East Region,Sengkang
RIVERTREES RESIDENCES,27 Fernvale Close  #05-15,1,104,Strata,1268000,-,12192,1133,15-Mar-19,Apartment,99 Yrs From 28/08/2013,2017,Resale,Private,28,79,797463,North East Region,Sengkang
H2O RESIDENCES,30 Fernvale Link  #22-04,1,82,Strata,915000,-,11159,1037,15-Mar-19,Condominium,99 Yrs From 10/05/2010,2015,Resale,HDB,28,79,797530,North East Region,Sengkang
RIVERVALE CREST,9 Rivervale Crescent  #07-21,1,92,Strata,780000,-,8478,788,15-Mar-19,Apartment,99 Yrs From 06/12/1997,2002,Resale,HDB,19,54,545086,North East Region,Sengkang
RIVERVALE CREST,7 Rivervale Crescent  #07-15,1,136,Strata,1150000,-,8456,786,14-Mar-19,Apartment,99 Yrs From 06/12/1997,2002,Resale,Private,19,54,545085,North East Region,Sengkang
COMPASS HEIGHTS,11 Sengkang Square  #11-39,1,144,Strata,1350000,-,9375,871,14-Mar-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,Private,19,54,545076,North East Region,Sengkang
ESPARINA RESIDENCES,113 Compassvale Bow  #09-05,1,77,Strata,938000,-,12182,1132,14-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544814,North East Region,Sengkang
HIGH PARK RESIDENCES,29 Fernvale Road  #08-38,1,91,Strata,1200000,-,13187,1225,13-Mar-19,Apartment,99 Yrs From 05/11/2014,2019,Sub Sale,Private,28,79,797416,North East Region,Sengkang
THE QUARTZ,63 Compassvale Bow  #14-28,1,99,Strata,1015000,-,10253,952,13-Mar-19,Condominium,99 Yrs From 18/04/2005,2009,Resale,HDB,19,54,544990,North East Region,Sengkang
BELLEWATERS,21 Anchorvale Crescent  #01-24,1,86,Strata,875000,-,10174,945,12-Mar-19,Executive Condominium,99 Yrs From 28/08/2013,2017,Resale,HDB,19,54,544654,North East Region,Sengkang
ESPARINA RESIDENCES,125 Compassvale Bow  #07-29,1,77,Strata,930000,-,12078,1122,11-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544820,North East Region,Sengkang
THE QUARTZ,51 Compassvale Bow  #08-04,1,96,Strata,1000000,-,10417,968,11-Mar-19,Condominium,99 Yrs From 18/04/2005,2009,Resale,N.A,19,54,544984,North East Region,Sengkang
RIVERBANK @ FERNVALE,11 Fernvale Close  #10-05,1,88,Strata,998100,-,11342,1054,11-Mar-19,Condominium,99 Yrs From 10/07/2013,2017,Resale,Private,28,79,797475,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #21-23,1,55,Strata,874000,-,15891,1476,10-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797393,North East Region,Sengkang
ESPARINA RESIDENCES,113 Compassvale Bow  #05-08,1,99,Strata,1185000,-,11970,1112,8-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544814,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #07-08,1,108,Strata,1113100,-,10306,957,7-Mar-19,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544585,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #20-01,1,47,Strata,705000,-,15000,1394,6-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
ESPARINA RESIDENCES,119 Compassvale Bow  #13-18,1,93,Strata,1085000,-,11667,1084,6-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544817,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #16-16,1,81,Strata,1155000,-,14259,1325,9-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797391,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #02-16,1,103,Strata,1073800,-,10425,969,9-Apr-19,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #11-11,1,113,Strata,1222600,-,10819,1005,9-Apr-19,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,Private,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #10-07,1,84,Strata,935000,-,11131,1034,9-Apr-19,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #12-16,1,103,Strata,1125300,-,10925,1015,9-Apr-19,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544588,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #13-24,1,90,Strata,1310000,-,14556,1352,8-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797393,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #13-32,1,91,Strata,1330840,-,14625,1359,8-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #04-30,1,110,Strata,1184400,-,10767,1000,8-Apr-19,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,Private,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,34 Anchorvale Lane  #06-28,1,89,Strata,975900,-,10965,1019,8-Apr-19,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,Private,19,54,544591,North East Region,Sengkang
RIVERCOVE RESIDENCES,40 Anchorvale Lane  #14-38,1,100,Strata,1146600,-,11466,1065,8-Apr-19,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544594,North East Region,Sengkang
ESPARINA RESIDENCES,121 Compassvale Bow  #16-21,1,127,Strata,1595000,-,12559,1167,8-Apr-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544818,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #07-20,1,89,Strata,934800,-,10503,976,8-Apr-19,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544589,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #15-07,1,81,Strata,1147000,-,14160,1316,7-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797390,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #06-07,1,81,Strata,1099000,-,13568,1260,6-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
ESPARINA RESIDENCES,119 Compassvale Bow  #13-19,1,93,Strata,1125888,-,12106,1125,5-Apr-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544817,North East Region,Sengkang
THE QUARTZ,53 Compassvale Bow  #03-05,1,109,Strata,1100000,-,10092,938,5-Apr-19,Condominium,99 Yrs From 18/04/2005,2009,Resale,HDB,19,54,544985,North East Region,Sengkang
THE LUXURIE,27 Compassvale Road  #06-31,1,68,Strata,890000,-,13088,1216,5-Apr-19,Condominium,99 Yrs From 15/06/2011,2015,Resale,Private,19,54,544757,North East Region,Sengkang
ESPARINA RESIDENCES,121 Compassvale Bow  #07-23,1,77,Strata,885000,-,11494,1068,3-Apr-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544818,North East Region,Sengkang
RIVERVALE CREST,9 Rivervale Crescent  #02-30,1,115,Strata,835000,-,7261,675,3-Apr-19,Apartment,99 Yrs From 06/12/1997,2002,Resale,Private,19,54,545086,North East Region,Sengkang
THE RIVERVALE,7 Rivervale Link  #10-41,1,116,Strata,870000,-,7500,697,3-Apr-19,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545125,North East Region,Sengkang
RIVERSOUND RESIDENCE,1 Sengkang East Avenue  #10-01,1,127,Strata,1428000,-,11244,1045,3-Apr-19,Condominium,99 Yrs From 26/08/2011,2015,Resale,Private,19,54,544811,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #12-04,1,62,Strata,914000,-,14742,1370,2-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797390,North East Region,Sengkang
COMPASS HEIGHTS,11 Sengkang Square  #04-32,1,123,Strata,1200000,-,9756,906,1-Apr-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,Private,19,54,545076,North East Region,Sengkang
THE LUXURIE,11 Compassvale Road  #04-04,1,42,Strata,650000,-,15476,1438,1-Apr-19,Condominium,99 Yrs From 15/06/2011,2015,Resale,Private,19,54,544749,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #17-14,1,62,Strata,911800,-,14706,1366,31-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797391,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #22-05,1,73,Strata,987955,-,13534,1257,30-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #05-31,1,62,Strata,894340,-,14425,1340,30-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797394,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #06-11,1,73,Strata,999000,-,13685,1271,30-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797391,North East Region,Sengkang
THE LUXURIE,29 Compassvale Road  #13-35,1,98,Strata,1285000,-,13112,1218,28-Mar-19,Condominium,99 Yrs From 15/06/2011,2015,Resale,Private,19,54,544758,North East Region,Sengkang
JEWEL @ BUANGKOK,87 Compassvale Bow  #11-28,1,67,Strata,910000,-,13582,1262,28-Mar-19,Condominium,99 Yrs From 12/09/2012,2016,Resale,HDB,19,54,544686,North East Region,Sengkang
THE TOPIARY,23 Fernvale Lane  #20-31,1,120,Strata,1320000,-,11000,1022,28-Mar-19,Executive Condominium,99 Yrs From 03/07/2012,2016,Resale,HDB,28,79,797501,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #16-29,1,81,Strata,1198920,-,14801,1375,28-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #19-21,1,119,Strata,1664520,-,13988,1299,28-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797393,North East Region,Sengkang
ESPARINA RESIDENCES,115 Compassvale Bow  #18-11,1,156,Strata,1460000,-,9359,869,28-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544815,North East Region,Sengkang
COMPASS HEIGHTS,9 Sengkang Square  #10-11,1,115,Strata,1075000,-,9348,868,28-Mar-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,HDB,19,54,545075,North East Region,Sengkang
ESPARINA RESIDENCES,123 Compassvale Bow  #10-27,1,93,Strata,1100000,-,11828,1099,27-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544819,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #11-04,1,62,Strata,910000,-,14677,1364,27-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
ESPARINA RESIDENCES,127 Compassvale Bow  #03-32,1,93,Strata,1070000,-,11505,1069,26-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544821,North East Region,Sengkang
ESPARINA RESIDENCES,123 Compassvale Bow  #15-27,1,93,Strata,1150000,-,12366,1149,26-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544819,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #22-01,1,47,Strata,717000,-,15255,1417,26-Mar-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
ESPARINA RESIDENCES,121 Compassvale Bow  #01-21,1,157,Strata,1550000,-,9873,917,26-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544818,North East Region,Sengkang
ESPARINA RESIDENCES,111 Compassvale Bow  #16-01,1,77,Strata,930000,-,12078,1122,25-Mar-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544998,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #17-07,1,81,Strata,1165000,-,14383,1336,30-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
JEWEL @ BUANGKOK,83 Compassvale Bow  #04-09,1,68,Strata,1030000,-,15147,1407,29-Apr-19,Condominium,99 Yrs From 12/09/2012,2016,Resale,HDB,19,54,544684,North East Region,Sengkang
COMPASS HEIGHTS,9 Sengkang Square  #08-08,1,99,Strata,948000,-,9576,890,29-Apr-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,Private,19,54,545075,North East Region,Sengkang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #18-25,1,134,Strata,1130000,-,8433,783,29-Apr-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544809,North East Region,Sengkang
RIVERVALE CREST,9 Rivervale Crescent  #02-32,1,132,Strata,908000,-,6879,639,26-Apr-19,Apartment,99 Yrs From 06/12/1997,2002,Resale,HDB,19,54,545086,North East Region,Sengkang
COMPASS HEIGHTS,9 Sengkang Square  #14-13,1,232,Strata,1718000,-,7405,688,26-Apr-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,Private,19,54,545075,North East Region,Sengkang
THE MORNING DEW,19 Jalan Tari Payong,1,172,Land,2400000,-,13921,1293,26-Apr-19,Terrace House,999 Yrs From 01/01/1879,2003,Resale,HDB,28,79,799265,North East Region,Sengkang
ESPARINA RESIDENCES,119 Compassvale Bow  #15-19,1,93,Strata,1198000,-,12882,1197,26-Apr-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544817,North East Region,Sengkang
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #07-12,1,96,Strata,910000,-,9479,881,26-Apr-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #11-14,1,96,Strata,910000,-,9479,881,25-Apr-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544806,North East Region,Sengkang
ESPARINA RESIDENCES,123 Compassvale Bow  #16-28,1,99,Strata,1200000,-,12121,1126,24-Apr-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544819,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #21-18,1,47,Strata,717000,-,15255,1417,24-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797391,North East Region,Sengkang
THE LUXURIE,23 Compassvale Road  #10-26,1,72,Strata,930000,-,12917,1200,24-Apr-19,Condominium,99 Yrs From 15/06/2011,2015,Resale,Private,19,54,544755,North East Region,Sengkang
JEWEL @ BUANGKOK,87 Compassvale Bow  #13-28,1,67,Strata,900000,-,13433,1248,24-Apr-19,Condominium,99 Yrs From 12/09/2012,2016,Resale,HDB,19,54,544686,North East Region,Sengkang
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #01-14,1,114,Strata,950000,-,8333,774,23-Apr-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang
ESPARINA RESIDENCES,125 Compassvale Bow  #05-29,1,77,Strata,920000,-,11948,1110,23-Apr-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544820,North East Region,Sengkang
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #06-13,1,96,Strata,870000,-,9063,842,23-Apr-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang
RIVERBANK @ FERNVALE,11 Fernvale Close  #07-02,1,88,Strata,1033800,-,11748,1091,23-Apr-19,Condominium,99 Yrs From 10/07/2013,2017,Resale,N.A,28,79,797475,North East Region,Sengkang
ESPARINA RESIDENCES,123 Compassvale Bow  #13-28,1,99,Strata,1180000,-,11919,1107,23-Apr-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544819,North East Region,Sengkang
THE LUXURIE,17 Compassvale Road  #11-11,1,72,Strata,920000,-,12778,1187,23-Apr-19,Condominium,99 Yrs From 15/06/2011,2015,Resale,Private,19,54,544752,North East Region,Sengkang
THE VALES,75 Anchorvale Crescent  #06-11,1,131,Strata,1353600,-,10333,960,22-Apr-19,Executive Condominium,99 Yrs From 19/05/2014,2017,Resale,HDB,19,54,544662,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #02-03,1,96,Strata,1274580,-,13277,1233,22-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #15-14,1,62,Strata,903070,-,14566,1353,20-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797391,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #15-29,1,81,Strata,1181000,-,14580,1355,20-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
THE QUARTZ,69 Compassvale Bow  #15-37,1,112,Strata,1190000,-,10625,987,18-Apr-19,Condominium,99 Yrs From 18/04/2005,2009,Resale,HDB,19,54,544993,North East Region,Sengkang
ESPARINA RESIDENCES,111 Compassvale Bow  #16-03,1,77,Strata,930000,-,12078,1122,17-Apr-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544998,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #05-04,1,62,Strata,874112,-,14099,1310,17-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
RIVERSOUND RESIDENCE,7 Sengkang East Avenue  #05-21,1,70,Strata,838000,-,11971,1112,16-Apr-19,Condominium,99 Yrs From 26/08/2011,2015,Resale,HDB,19,54,544741,North East Region,Sengkang
ESPARINA RESIDENCES,123 Compassvale Bow  #02-26,1,99,Strata,1085000,-,10960,1018,15-Apr-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544819,North East Region,Sengkang
TREASURE CREST,52 Anchorvale Crescent  #12-06,1,100,Strata,1195000,-,11950,1110,12-Apr-19,Executive Condominium,99 Yrs From 05/05/2015,2018,New Sale,N.A,19,54,544630,North East Region,Sengkang
PARK GREEN,6 Rivervale Link  #04-09,1,126,Strata,1015000,-,8056,748,12-Apr-19,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,Private,19,54,545042,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #11-02,1,73,Strata,1024000,-,14027,1303,11-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
LA FIESTA,52 Sengkang Square  #07-07,1,102,Strata,1345000,-,13186,1225,7-May-19,Condominium,99 Yrs From 03/09/2012,2016,Resale,HDB,19,54,544831,North East Region,Sengkang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #10-20,1,73,Strata,762000,-,10438,970,6-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544809,North East Region,Sengkang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #14-26,1,73,Strata,760000,-,10411,967,6-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544809,North East Region,Sengkang
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #04-08,1,75,Strata,695000,-,9267,861,6-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544805,North East Region,Sengkang
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #06-06,1,95,Strata,902000,-,9495,882,6-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544805,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #11-06,1,135,Strata,1785770,-,13228,1229,6-May-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797390,North East Region,Sengkang
RIVERSOUND RESIDENCE,7 Sengkang East Avenue  #05-19,1,44,Strata,568000,-,12909,1199,6-May-19,Condominium,99 Yrs From 26/08/2011,2015,Resale,HDB,19,54,544741,North East Region,Sengkang
AUSTVILLE RESIDENCES,19 Sengkang East Avenue  #03-19,1,96,Strata,865000,-,9010,837,6-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544808,North East Region,Sengkang
