school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,visionstatement_desc,missionstatement_desc,philosophy_culture_ethos,dgp_code,zone_code,cluster_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,special_sdp_offered
ST. ANDREW'S JUNIOR COLLEGE,http://www.standrewsjc.moe.edu.sg/,5 SORBY ADAMS DRIVE,357691,62857008,62852007,62850037,na,sajc@moe.edu.sg,Potong Pasir NE10,"SBSTransit: 8, 26, 31, 90, 142 ,151, 154 (Diocese of Singapore) SMRT Buses:  857, 966, 985 (Diocese of Singapore),  853 (Upper Serangoon Road)",MR LO KHEE TIAN MARK,MR ANG KHENG SAN CECIL,MDM YEOW CHERN EE,MR CHAN KWANG HOW BERNARD,na,na,na,Home of Servant Leaders Who Bring Life To The Nations,Making Lives and Waking Hearts To Serve The Coming Days Family-Society-Eternity,na,TOA PAYOH,SOUTH,SOUTH 5,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,na,na,na,"Academic Pacing Programme, University Options Seminar, Exit Seminars, Work Shadowing, Arts Enrichment Programme, Mentoring and Overseas Community Service."
NANYANG JUNIOR COLLEGE,http://www.nanyangjc.moe.edu.sg/,128 SERANGOON AVENUE 3,556111,62842281,na,62855147,na,nyjc@moe.edu.sg,2-minute walk from the Lorong Chuan MRT Station (Circle Line),"22, 24, 53, 73, 133, 105, 135, 136, 156, 853",MR LOW CHUN MENG,MISS WU XINPING JENNIFER,MS NG BOON MIN,MR NING TAU YEE,na,na,na,A leading college serving the nation with: - Enhanced character development - Quality staff - Quality learners - Organisational excellence,Uphold Values Enhance Lifeskills Maximise Potential,na,SERANGOON,SOUTH,SOUTH 6,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,na,na,na,"Art Elective Programme (AEP), Language Elective Programme (Chinese) (CLEP), Student Leadership Development Programme, Overseas Service-Learning Programme, Career Guidance Programme, Scholar Development Programme, S6 Centre of Excellance for CL and Art"
HWA CHONG INSTITUTION,http://www.hwachong.edu.sg,661 BUKIT TIMAH ROAD,269734,64683955,64683956 / 64665912,67695857,na,admin@hci.edu.sg,TAN KAH KEE MRT,"66, 67, 74, 151, 154, 156, 157, 170, 171, 174, 852, 961",MR PANG CHOON HOW,MR CHAN KWOK LEONG,MRS CHIN-LEOW BEE KUAN,DR CHUNG WEN CHEE,DR YEO HWEE JOO,DR LIM HONG SENG MELVYN,MR TAN PHENG TIONG,Empowering our students to Live with Passion and Lead with Compassion.,"We nurture Leaders in Research, Industry and Government to serve our nation.","Hwa Chong Institution's (HCI) mission is to nurture leaders for the nation: leaders with a heart to serve the community.  To date, HCI has produced 56 President's Scholars.  Indeed, Hwa Chong is more than a school that produces top scholars. We also want our students to embrace the values of hard work, integrity, passion, and compassion.  All our students receive a sustained character education which encourages them to work with the community through local and global service-learning initiatives.  At Hwa Chong, students approach life with passion. The school provides a caring environment that is intellectually stimulating, secure, and joyful. It offers a curiosity-driven 6-year Integrated Programme (IP). Drawing from the best of East and West, HCI has an extensive global network that links our students to leading universities and industry partners. Working closely with industry captains and professors, students are encouraged to pursue multidisciplinary interests.  Each year, our students go on to leading institutions for their undergraduate study, with a strong entry to some of the world's best universities.  All Hwa Chong students are also committed to serving society.  Hwa Chong prides itself on grooming servant leaders who display civic responsibility and empathy.  Annually, Hwa Chong students provide support and companionship to the underprivileged. Beyond offering assistance, many have partnered key welfare organisations to helm innovative Values-in-Action projects.  As active contributors to civil society, Hwa Chong students have reached out to communities, both locally  and  overseas, through various student-led projects. These projects often mark the beginning of a long-term commitment of service to the community.",BUKIT TIMAH,WEST,WEST 1,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL,Yes,No,No,Yes,Chinese,na,na,"MOE   Humanities  Programme,  MOE Art Elective Programme, MOE  Bicultural Studies Programme, MOE Language Elective Programme (Chinese),   Hwa  Chong Talent  Development Programmes - Science & Math Talent, School-Based Gifted Education, Ong Teng Cheong Leadership, Gifted and Talented Education, Entrepreneurial Leadership Boarding, Arts & Sports, Global Outreach, Week-long Sabbaticals,  Service Learning, Malay Special Programme, Future Problem Solving, Advanced Science Research  (including  Biomedical,  Biotechnology and Bioengineering, Defence Science, Environmental Engineering, Nanotechnology, Material Science, Interactive  Digital  Media  & Electronics), Hwa Chong-Beijing Satellite Campus, Xi'an and Wuxi Winter Campuses. Collaborations with overseas institutions of learning, e.g. Staples High School."
MILLENNIA INSTITUTE,http://www.millenniainstitute.moe.edu.sg,60 BUKIT BATOK WEST AVENUE 8,658965,63023700,na,63023767,na,millennia_inst@moe.edu.sg,Bukit Batok (NS-2),"66, 157, 174, 174E, 506 , 178, 941, 174M - Night",MRS TAN WAN YU,MS TNG YA WEN VALERIE,MR CHIA GUO HAO,MR DAVID ALLAN D'SOUZA,na,na,na,"A Forward-looking Community of Learners, Thinkers and Leaders","Nurturing Talents to Achieve Success. The MI mission is to nurture our students to be grounded on the core values of INTEGRITY, RESILIENCE, RESPECT and RESPONSIBILITY, so that they succeed as contributing members of society.  This is done, in partnership with our stakeholders, by providing a variety of programmes and opportunities to students to have a broad-based learning experience and space to pursue their passion and interests.",na,BUKIT BATOK,WEST,WEST 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,CENTRALISED INSTITUTE,No,No,No,No,Chinese,Malay,Tamil,"MI.World, SkillsFuture, Gap Week, Design Thinking and I & E motivate and equip students with academic and life skills, 21C Competencies to be future-ready and creative and inventive thinkers and empower students to plan their own holistic development."
BUKIT PANJANG PRIMARY SCHOOL,http://www.bukitpanjangpri.moe.edu.sg,109 CASHEW ROAD,679676,67691912,na,67637462,na,BPPS@MOE.EDU.SG,From Pending LRT station to Choa Chu Kang MRT station,"75, 184",MR BUCKTHA SEELAN,MDM GOH PUAY HOON JENNY,MR TAN SENG CHUAN,na,na,na,na,"Future Leaders, Concerned Citizens",Developing our students holistically in a vibrant and caring environment,"BPPS firmly believes that every child is a unique individual with the potential to become self-directed learner grounded in the school's values of Respect, Responsibility, Resilience, Gratitude, Integrity and Compassion. We strive to provide a secure, caring and innovative learning environment that embraces the spirit of enterprise with the courage to take calculated risk.   In the academic domain, we are committed to providing student-centric learning experiences that cultivate thinking and promote independent learning in our students.  By purposefully engaging our students to 'think out of the box"", we imbue in them the courage to go beyond their comfort zone. We constantly review our programmes to ensure that they remain relevant, diverse and robust to meet the demands of the educational landscape and cater to our students' needs.   Our student development programmes focuses on inculcation of the school values and aims to create opportunities for our students to discover their talents, build their confidence and master 21st century competencies. We offer a plethora of activities such as level camps, student leadership courses and values in action programmes.    Recognising the importance of staff capacity as the key driver to realise our school's vision and mission, we place strong emphasis on staff training and development. Besides formal training, we also strive to create a collaborative learning culture through level sharing, professional learning communities and focused group discussion.",BUKIT PANJANG,WEST,WEST 8,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Learning for Life Programme (LLP) -""i2can dance""  The 'i2 Can Dance!' programme aims to foster confidence, resilience, adaptability and graciousness in our students. Our students' horizon are also widened through increased awareness of the different cultures in Singapore and beyond. Such awareness will also promote better understanding and respect for the different ethnic groups in Singapore  Through their participation in the programme, our students also learnt the school values of respect and responsibility, where they are taught to respect the dance form and fellow dancers, to be responsible for their own learning of dance as well as to know what is involved in dance, for instance choreography, technique, costumes and props.  The school takes a three-pronged approach to the i2Can Dance! programme:  Experience - It provides a broad-based learning for all.   Empowerment - It creates opportunities for our pupils to identify their interests and talents and also reflect on their learning and develop to become independent learners through self-assessment.  Enhancement and Excellence - It provides an enhanced experience for students who display dance potential. Talented dancers are given a platform to enhance their skills and develop holistically through overseas exchange programmes.  Values in Action (VIA) The Values in Action (VIA) in BPPS are rich learning experiences to inculcate active citizenship and civic responsibility among our students. VIA in BPPS begins with students learning how to care for oneself and progressively spiral up to caring for the local community. While the students celebrate their achievements of carrying out the VIA tasks, they also reflect on the values they have put into practice.  At the end of six years in BPPS, we believe that with the experiences that our students have gone through, they would be socially responsible citizens who contribute meaningfully to the community."
HAIG GIRLS' SCHOOL,http://www.haiggirls.moe.edu.sg,51 KOON SENG ROAD,427072,63440293,na,64474169,na,HAIGGIRLSSCH@MOE.EDU.SG,"Eunos, Dakota","16,33",MISS LO YEN NIE,MISS PHUA AI LEI,MDM LEE LI LI,na,na,na,na,"Leaders of Character, Striving for Excellence in a Vibrant School",To nurture self-directed learners and critical and creative thinkers who lead and serve with integrity and compassion.,"Established in 1951, Haig Girls' School (HGS) is an all-girls' government primary school.  Our school has a heritage of excellent all-round education.  Nurturing character, leadership and creativity is the hallmark of an education at HGS that has endured over the decades. We believe in nurturing the whole child and preparing our pupils for life through a distinctive learning experience that is values-based, engaging, rigorous and innovative.   Our shared values are encapsulated in our I4Cs: Integrity, Commitment, Concern, Cooperation, and Creativity. Guided by our school motto 'Ars Potens Est' ('Knowledge is Power'), we strive to nurture every Haig girl to use her knowledge, skills and talents in service to the school, community and nation.   We believe that our pupils are never too young to make a difference and give them a voice through advocacy, service, creative expression and innovation.  HGS is a second home to our pupils - a safe, nurturing environment for them to be themselves and to grow and learn. We believe in the uniqueness and worth of every child - each child is different, special and talented in her own way and we seek to bring out the best in her. We love, value and accept each child for who she is regardless of her results or achievements, but we hold her to high expectations. In HGS, we would like each child to take responsibility for her learning and develop an intrinsic motivation to learn, grow and excel. We believe in a growth mindset -- with effort, perseverance and resilience, every child can think, learn, achieve and excel.",GEYLANG,EAST,EAST 5,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"LLP - Character and Leadership through Performing & Visual Arts: Our whole-school approach to the arts allows pupils to demonstrate creativity, express themselves, develop character and deepen sense of pride in our multi-cultural heritage through diverse learning experiences in art, music, drama and dance. -ALP - Innovation & Service Learning through Integrated Project Work: IPW@HGS involves inter-disciplinary place-based learning, authentic problem-solving and value creation. Service learning is embedded as pupils apply knowledge and skills to address civic issues. They collaborate to create solutions, artworks or creative writing, acquiring 21st century competencies (21CC) such as critical and creative thinking, collaboration and communication skills. -The Inspired Museum Explorers, Our Unique Travels (TIMEOUT): the inter-disciplinary museum-based learning programme develops visual literacy, nurtures creative thinking and fosters a sense of pride in Singapore's cultural heritage. -Holistic Assessment (HA) with Holistic Reporting and Parent-Child-Teacher Conferencing (PCTC): As prototype school for HA, we adopt a balanced assessment system with formative and summative assessment. Assessment is embedded into teaching and enables teachers to provide quality feedback to pupils and deepen their learning in various domains such as the arts, values, leadership and 21CC.  Pupils own their learning through reflection and self-assessment, taking the lead at PCTC, to share with parents their progress and areas for growth.  -Discover, Develop & Dedicate your Talent Time (D3T2): talent development programmes in the Performing & Visual Arts, Sports, Mathematics, Science & ICT. -Teaching Through the Arts Programme (TTAP): incorporating drama and movement in the learning of Math and Science -Knowledge Building: an inquiry approach to science learning. Pupils work together to ask questions, test hypotheses, improve on peers' ideas and co-construct scientific understanding."
TECK WHYE PRIMARY SCHOOL,http://www.teckwhyepri.moe.edu.sg,11 TECK WHYE WALK,688261,67691025,na,67635191,na,twps@moe.edu.sg,Chua Chu Kang MRT & LRTs,"975, 190 & 985",MISS WONG LIANG- JI TABITHA,MDM TAN WAN PHING JANICE,MR MURALIDHARAN S/O NARAYANAN,na,na,na,na,A future-ready community of passionate learners  anchored in values and striving for excellence to make a positive difference.,Inspiring and empowering our learners to be their best for self and others through a supportive environment and innovative & effective teaching-learning practices.,"At Teck Whye Primary, we believe that all children can learn and want to learn and that teaching needs to cater to different progress levels and be anchored on meaningful engagement. Every child can be inspired and empowered to achieve within a supportive environment anchored on safety and care. Teachers, as role models, impart sound values, build character and inspire their students to learn by building quality relationships with and among students. To meet future challenges, our students must extend their learning beyond the acquisition of knowledge and skills, and apply and use their learning in meaningful ways.  Established since 1959, Teck Whye Primary envisions our learners to achieve the following outcomes and exercise the related values in their daily lives:   Confident Communicators who Engage with Respect   Healthy Individuals who eXercise Responsibility   Adaptive Leaders who Collaborate with Integrity   Model Citizens who Encourage through Compassion   Passionate Learners who Learn with Resilience The rallying call is for CHAMPs who embrace and strive for the value of Excellence.  To realise these outcomes, the school provides a strong grounding in the various subjects while placing emphasis on the (i) acquisition of 21st century competencies, (ii) development of effective communication skills and an understanding of media use and production, (iii) inculcation of values and social emotional development, (iv) understanding of the importance of National Education and (v) development of leadership competencies.  The school, therefore, whilst encouraging our students to do well academically, also places a very strong emphasis on character and holistic development. We believe that this would provide a firm foundation for our students as they pursue their secondary education but more importantly as they live their lives.",CHOA CHU KANG,WEST,WEST 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Teck Whye Primary's Applied Learning Programme (ALP) is entitled 'Media Whiz Kids!', a media and media literacy-based programme. The programme aims to enable our students to apply the knowledge and skills acquired in Languages, Technology, Art and Music to authentic and meaningful contexts.  Specialised media programmes will support those with talents and a keen interest through our various CCAs such as the Infocomm Club, iDesign Club, and Speech and Drama Club. The ALP is intended to develop confident students who can put across their thoughts and ideas verbally and in written form in both digital and non-digital platforms, and are able to harness relevant tools and media to enhance communication. Programming to promote computational thinking will also be introduced to students as part of this ALP.  Our Learning for Life Programme (LLP), entitled 'I Lead, I Serve', is a leadership development programme which adapts Kouzes and Posner's five practices of exemplary leadership to guide the development of leadership competencies. Stories will be used as a primary means to raise awareness of leadership skills and dilemmas. The programme is centred on a core belief that leadership is about service to others and students will be involved in a range of learning experiences which will vary in complexity depending on their ages and leadership roles.  The school's CHAMP programme emphasises the development of character and students will have the opportunity to reflect and act on the school values. Parents are also encouraged to be involved as part of this programme.  Our students also undergo a variety of other special programmes as part of the school curriculum. These include structured Arts development from P1-6 where they will learn about musical instruments such as the Ukulele and digital keyboards, and art forms such as Manga, Chinese Painting and Batik Painting. Sports programmes such as Tennis, Archery and Bowling are also provided to broaden our students' experiences."
JURONG PRIMARY SCHOOL,http://www.jurongpri.moe.edu.sg,320 JURONG EAST STREET 32,609476,65618837,na,65641964,na,JPS@MOE.EDU.SG,"Lakeside MRT Station, Jurong East MRT Station",333,MR ONG THIAM HUAT ROBIN,MDM CHERYL CHOO SHUEH-LI,MDM LEE HWEE KHENG,na,na,na,na,A vibrant community of gracious citizens and passionate learners,"We nurture all-rounded pupils of grace, distinction and sound moral values,ready to take on future endeavours.","With a strong conviction that children are small but their minds are not, Jurong Primary School (JPS) provides a holistic education to our students through a variety of quality programmes. Every JPS student is a leader who demonstrates the 7 habits of The Leader in Me when leading self, peer and school.  Through platforms like the Every Child Leads in Instrumental Performance (ECLIP) programme as well as the Integrated Project Work (IPW), JPS students are empowered with leadership competencies to become gracious leaders and passionate learners.  Every JPS teacher is a nurturing educator committed to building a culture of care and excellence in the school.   Leveraging on strategic partnerships with our stakeholders, we will develop all-rounded students of distinction ready to take on future endeavours.",JURONG EAST,WEST,WEST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"JPS is committed to giving each child a broad and deep foundation for a lifelong journey of learning.  Holistic education is about nurturing the whole child, developing in our children an enduring core of skills, dispositions and competencies, steeped in values and character, to enable them to thrive in the future workplace, and more importantly, lead purposeful and meaningful lives.  JPS has been awarded the Learning for Life Programme (LLP) status in Music and Performing Arts with our special programme known as the ECLIP (Every Child Leads in Instrumental Performance).  Through  this programme, not only will the students learn to appreciate, create and love music, but also develop in them other competencies and values in life.   Through music, we strive also to build in all our students leadership competencies.  To this end, we have embarked on a programme called Leader In Me programme which utilizes the 7 Habits of Highly Effective People.  Our overseas immersion programes also help our students to sensitize them to the world around them."
QUEENSTOWN PRIMARY SCHOOL,http://www.queenstownpri.moe.edu.sg,310 MARGARET DR,149303,64741044,na,64713640,na,qtps@moe.edu.sg,Queenstown MRT,"32, 111, 145, 195",MISS NG POR JOO PEARLY,MISS POON PEI PING,MR AZHAR B MOHAMED HUSSAIN,na,na,na,na,A Child. An Explorer. A Friend.,"To provide a holistic education to develop confident and self-directed learners, concerned citizens and active contributors.","The school dates back to 1956 when many schools in the neighbourhood closed due to dwindling enrolment and their students were moved to Queenstown Primary School (QtPS). The current QtPS was formed through a merger of Mei Chin Primary, Tanglin Primary and the old Queenstown Primary in January 2002. The school underwent PRIME at the end of November 1999 when the old buildings were demolished and rebuilt on site. This is then followed by PERI upgrading in 2010.  The school believes that Every Child Matters and can Accomplish. With this belief, the school endeavours to develop  - A Child - a confident and happy child; motivated and passionate about learning. - An Explorer - one who embraces challenges and diversity, possesses an open mind, and dares to try new things. - A Friend - one who loves and cares for his family, shows care and concern for the less privileged, the community, the environment and the nation.  To achieve this, the school is committed to providing a holistic education to develop confident and self-directed learners, concerned citizens and active contributors. This process is guided by the school's values of Questioning Mind, Quality Work, Perseverance, Positive Thinking, Sincerity and Self-discipline for both students and staff.",QUEENSTOWN,SOUTH,SOUTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"In QtPS, the vision of our Character & Citizenship Education (CCE) curriculum is to develop a child of good character and a contributing citizen. Good Character is defined in two parts: (1) Performance Character refers to having the character that enables the child to do his/ her best to realise his/ her potential and (2) Moral Character which is to do the right thing to serve the larger community, and not just for self. These are further distilled to 4 Queenstowner Outcomes (QtOs) - Confident Individual, Critical Thinker, Caring Citizen and Effective Leader. To effect QtO, the school has put in place the following:  Connecting the heARTs with ARTs Curriculum - Our school's Learning for Life Programme (LLP)  The Visual Arts curriculum aims to  - Engage and Equip every student with the means to express himself, to develop a voice and a sense of self-worth. We hope that every student can taste success and be successful in accomplishing their goals through the medium of Visual Arts through a 6-year progressive curriculum. - Enrich groups of students who are interested or whose interest in the Visual Arts is yet to be discovered. The 3 Art-related CCAs are Ceramics (2D Relief and 3D), Chinese Brush Painting (2D) with Seal Carving (3D) and Photography. - Excel is to provide the opportunity within school to help students with talent in the Visual Arts to help them to excel and to learn and love the Visual Art like an Artist. Artworks produced by this group of students would also contribute to the community around us where required.  Character & Citizenship Education The school aims to develop CCE vision by focusing on fostering positivity to bring out the best in each child. This is done through (a) adopting the Restorative Approach in managing students' behaviour; (b) school-wide initiative of 'Caught Doing Right' movement where students are commended for their good behaviour during morning assembly and (c) monthly Mass Birth-month Celebration during assembly."
RADIN MAS PRIMARY SCHOOL,http://www.radinmasps.moe.edu.sg,1 BUKIT PURMEI AVENUE,099840,62733937,na,62763083,na,rmps@moe.edu.sg,Tiong Bahru MRT HarbourFront MRT,"SBS 123, 131, 275 SBS 65",MR MUHAMMAD FARIZAL BIN UMAR EFFE,MR LOW MIN CHYE,MR KWOK KENG LIAN,na,na,na,na,"A School Where All Work Hard, Play Hard And Make A Mark","To Develop Each Child Holistically, Equipping Him With Competences For The Future","School Philosophy: We Believe that Every Child is Precious, of Worth and can Learn in an Engaging Environment with Caring and Excellent Teachers  School Culture: Culture of Care and Excellence",BUKIT MERAH,SOUTH,SOUTH 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Applied Learning Programme: Nurturing 21st Century Competencies through Computational Thinking With Design Thinking  Level-Based Personalised Learning, Multi-Disciplinary Project Work and School-Based Curriculum (in ICT)"
RAFFLES GIRLS' PRIMARY SCHOOL,http://www.rafflesgirlspri.moe.edu.sg,21 HILLCREST ROAD,289072,64684377,na,64692024,na,RGPS@MOE.EDU.SG,TAN KAH KEE MRT STATION,"66, 67, 74, 151, 154, 156, 157, 170, 171, 174, 852, 961",MRS YUE YOKE MUN NEE WAI,MDM GOH LUNG ENG,MDM GERMAINE NG YING- HAN,MR LIM BOON TECK,na,na,na,"A Vibrant Community of Creative Thinkers, Lifelong Learners and Value-based Leaders","Nurturing Women of Excellence, Leaders of Character and Service",School Philosophy:  Every Child Matters and To Develop Every Pupil to be the Best that She Can Be,BUKIT TIMAH,SOUTH,SOUTH 3,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,ALP: Nurture Confident Communicators LLP: Developing Creativity Through Collaborative Music Making   Enrichment programmes:  P1 & P2  P1 & P2 Moo-O  P2 Mathematics Stretch Programme P2 Chinese Language and Arts Programme (CLAP) P2 Speech Craft Programme   P3 & P4 P3 Moo-O P3 English and Mathematics Stretch Programme P3 Veridas - Vertical Wall Garden P3 Chinese Speech Craft Programme P4 Newsmaker P4 Mathematics Olympiad Programme P4 Code for Fun Programme P4 E2K Mathematics and Science Programme P4 Chinese Radio Broadcasting and Journalism  P4 Ceramics Programme   P5 & P6 P5 Debate Programme P5 Junior Model United Nation Programme P5 Newsmaker P5 Code for Fun Programme P5 Chinese Radio Broadcasting and Journalism  P5 Ceramics Programme  P5 & P6 Mathematics Olympiad Programme P5 & P6 E2K Science Programme
ROSYTH SCHOOL,http://www.rosyth.moe.edu.sg,21 SERANGOON NORTH AVENUE 4,555855,64812273,na,64831102,na,rosyth_sch@moe.edu.sg,"Ang Mo Kio, Serangoon","73, 315, 116",MDM ELIS TAN LEE CHING,"MISS HO HWEE MEIN, STELLA",MR CHAN WENG YEW MARVIN,MR LOH YUH POR,na,na,na,Learn with Passion Serve with Compassion Lead with Vision,"Maximizing potential through the development of mind, body and soul","Rosythians are grounded in the I-CARE values as we develop our strengths and competencies to be 'Ready to Serve'.   We aspire to Learn with Passion, Serve with Compassion and Lead with Vision.",SERANGOON,NORTH,NORTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,"The school offers distinctive programmes in the areas of Science and the Aesthetics.  Under the auspices of the Applied Learning Programme (ALP) and Learning for Life Programme (LLP), students go through level-wide activities to broaden their learning in the two focused areas.  Those with the aptitude or interest may also progress to our customized activities for more in-depth learning.  In the area of Science, for instance, students go through a range of activities from life-sciences, use of customized gadgets to investigate scientific concepts, to the application of theories in the design of toys.  Platforms have also been provided for students to apply their learning in the creation of toys/artefacts using science concepts, which are subsequently sold to raise funds for selected beneficiaries.    With regard to the development of Aesthetics, students are exposed to voice-training, dance, playing of musical instruments, to the use of ICT for manga art and 2D animations.  Through the programme, students are exposed to an array of alternative platforms to express their thoughts and ideas.  It is hoped that through the wide range of offerings and the strong foundation that is laid, Rosythians will acquire a broad and deep foundation for a lifelong and life-deep learning."
DAMAI PRIMARY SCHOOL,http://www.damaipri.moe.edu.sg,52 BEDOK RESERVOIR CRESCENT,479226,64456483,na,64499681,na,DAMAI_PS@MOE.EDU.SG,Bedok North MRT Station,"Bus 228,66,65,22,21,5 and 506",MRS LEONG- TAN LING LING JENNY,DR LEE KOK SONK,MDM ONG YIN PENG CATHERINE,na,na,na,na,A School of Care and Distinction,Nurturing BrightSPARKs with a Holistic & Inclusive Education,"All staff are committed and mission-driven to provide a quality student-centric, values-driven education. Our BrightSPARKs will be happy students who look forward to school and are motivated to learn and work with their peers.  Knowing each student and his needs, the school is able to equip each student with a strong foundation in literacy and numeracy and help each to grow in values, in sports and in the aesthetics.  Working in close partnership with the parents and the community, we seek their support in helping us to bring out the best in our students.",BEDOK,EAST,EAST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Learning for Life Programme (LLP), Programme for Active Learning (PAL), Swimsafer Programme, Math Enrichment Programmes  D'Aesthetics Programme, a Learning for Life Programme (LLP), aims to provide students with the opportunity to learn about and experience the arts. This programme helps to cultivate values such as perseverance, self-discipline and appreciation to help students achieve success in school, work and life. This programme also aims to provide a common ground for cross-cultural competencies to be developed as it encourages expressions and contributes to the overall development of social skills, such as valuing diversity of ideas, respect and confidence building.  Another LLP, D'COACH programme, is a school-wide values-based programme based on the core belief that sporting excellence and character development are inextricably linked. It provides opportunities and platforms for all students to be exposed to team sports. This equips them with attributes, competencies and the confidence to be team players. It aims to not only develop the students' talents and potential to excel in team sports but at the same time, instil valuable character traits and core values.   PAL @ Damai for Primary 1 and 2 students is experiential in nature and incorporates learning in a creative, fun, and enjoyable way. It aims to facilitate a well-rounded development of students through a more balanced curriculum. In addition, students will be able to develop their Social and Emotional Learning (SEL) competencies. Students are provided with broad exposure and experiences through varied activities so that they can discover their interest and aptitudes. They will experience learning activities in four domains - Sports and Games, Outdoor Education, Performing and Visual Arts. Through these activities, students will develop confidence, creativity and collaboration skills which they can apply in their daily interactions."
