buildingId,location,buildingType,maxOccupancy,units
875,"POLYGON ((-2053.557469269904 3378.5734024493436, -2056.60533231646 3418.457115050472, -1963.2745326106021 3425.589337127536, -1974.5872568179243 3345.989487163146, -2014.1893136105098 3351.617728255782, -2009.8840548055182 3381.9108697356555, -2053.557469269904 3378.5734024493436))",Commercial,104,[897]
876,"POLYGON ((791.2235610037277 4624.5718113018165, 831.0006865799481 4620.355144265679, 824.8733823897325 4562.5543869070525, 855.4170908586216 4574.744444638726, 870.2439565226209 4537.59388536189, 778.1050743495207 4500.8210653827455, 791.2235610037277 4624.5718113018165))",Commercial,,
877,"POLYGON ((-3809.597897278163 5717.367606167639, -3849.3841175917414 5721.497578705005, -3837.3870301117977 5837.071898214321, -3797.600809798219 5832.941925676954, -3809.597897278163 5717.367606167639))",Commercial,,"[1773,1789,1792]"
878,"POLYGON ((253.42231693712608 1243.2132112425222, 256.4142135242899 1177.1699382754591, 166.79891578336355 1178.22417905347, 166.5397558052938 1245.917276015179, 253.42231693712608 1243.2132112425222))",Residental,6,"[182,358]"
879,"POLYGON ((-1203.1367287148057 4352.4205028642, -1163.1481899130129 4353.377981061093, -1161.3365198485624 4277.7145989565415, -1243.8490508529467 4274.731401241255, -1245.2942858252186 4314.705283913257, -1202.2709267678686 4316.260771120855, -1203.1367287148057 4352.4205028642))",Residental,5,"[580,738]"
880,"POLYGON ((923.6067743388248 1552.893145762815, 917.2065900163772 1513.408495066137, 829.117202947204 1527.6871654898714, 819.2521557454876 1606.7197584252701, 898.9579588431534 1596.7902925731241, 895.0733382852712 1557.5182151726574, 899.1588446157499 1596.7673268635742, 989.3619254867432 1587.3779358162249, 989.7355686574392 1417.7049015587402, 932.2881186853938 1417.6967947282722, 925.576656632549 1504.3098948900429, 950.2879023301217 1506.2247159444564, 949.7723257806416 1551.2827663607056, 904.4134562836333 1556.0042477010404, 923.6067743388248 1552.893145762815))",Commercial,,[387]
881,"POLYGON ((-1956.7447226155966 5837.824143385383, -1955.8767997188388 5877.814726149894, -1850.3648966927676 5875.524782113418, -1851.2328195895254 5835.534199348906, -1956.7447226155966 5837.824143385383))",Commercial,,
882,"POLYGON ((-1373.3981922281955 5791.49749500505, -1178.8010714736163 5792.421009310201, -1179.8972788583844 5752.436033014477, -1488.0842410381304 5747.419630092887, -1489.496921106427 5787.394676497171, -1373.3981922281955 5791.49749500505))",Commercial,,
883,"POLYGON ((-4494.071345709399 5163.737152427739, -4423.857257033027 5173.777472081063, -4418.195022279239 5134.180261351101, -4441.487852622713 5130.849484484409, -4437.789380752625 5110.265709856809, -4532.3249067641345 5093.279661864975, -4525.18523788081 5159.287996582393, -4494.071345709399 5163.737152427739))",Residental,15,"[1433,1438,1481,1485,1529,1578,1589]"
884,"POLYGON ((-2636.765846020019 5851.030950407926, -2441.870450892036 5843.5704715058255, -2254.285040811101 5819.9571190204415, -2259.3987633433776 5780.28534263139, -2445.2425091790988 5803.683265314963, -2907.7724829591116 5814.088221514665, -2907.6887178181373 5854.088133807084, -2636.765846020019 5851.030950407926))",Commercial,,
885,"POLYGON ((-2645.731264540058 3232.172279164287, -2647.401077848994 3272.1374105104155, -2285.4161509153687 3297.674008474998, -2281.0774215669553 3257.9100118493916, -2645.731264540058 3232.172279164287))",Residental,1,[460]
886,"POLYGON ((-1746.1378206027046 4831.63992934338, -1827.0473961974321 4836.057239643654, -1832.258211088201 4909.91396486084, -1792.357395524542 4912.729087834157, -1786.290367264892 4873.891652772684, -1786.4029765906705 4905.134916270391, -1746.4032364041611 4905.279086349617, -1746.1378206027046 4831.63992934338))",Commercial,,
887,"POLYGON ((-2254.3290017283834 5779.892553370919, -2253.2710884881026 5819.878561168347, -2155.7165143252537 5817.297551426647, -2156.7744275655346 5777.311543629219, -2254.3290017283834 5779.892553370919))",Residental,4,[1089]
888,"POLYGON ((-1149.1408090091381 4697.433895888236, -1150.8330845018386 4598.710545150076, -1190.8268429967727 4599.41714365621, -1194.7882653741754 4762.802598223901, -1297.7562175515925 4755.755304480448, -1299.9128126801716 4717.05974850226, -1339.8508350779668 4719.285589231792, -1335.7655492465562 4792.587436426626, -1158.1870141685429 4804.836317840784, -1149.1408090091381 4697.433895888236))",Commercial,104,[1349]
889,"POLYGON ((821.2088984993873 527.1357161048599, 826.2843439625877 480.318945911535, 748.525402484583 484.0691849062131, 750.452324283894 524.022745102763, 764.1031718421483 523.3643778481387, 655.8058062198236 539.1789334475441, 576.5101980800451 532.3968387105435, 573.1014727821047 572.2513314540622, 656.8224758388369 579.4119269463948, 818.2117089540445 554.7823010573582, 821.2088984993873 527.1357161048599))",Residental,3,[212]
890,"POLYGON ((-1454.26544059043 5292.432655330884, -1460.9522880906852 5252.995539938042, -1532.5607464021423 5265.137270784412, -1525.873898901887 5304.5743861772535, -1454.26544059043 5292.432655330884))",Commercial,,
891,"POLYGON ((-1479.9246534196413 5807.74543590698, -1480.536467536385 5892.432443755546, -1440.53751133906 5892.721412827405, -1440.2229026042023 5849.173427141931, -1375.481774300087 5851.461316957725, -1374.0690942317904 5811.4862705534415, -1479.9246534196413 5807.74543590698))",Commercial,,
892,"POLYGON ((-2318.644674436024 2727.136991268415, -2323.179639152002 2766.2616022543284, -2319.0878159137246 2727.100627274904, -2396.916241740395 2718.968547785987, -2394.027018121459 2802.3953331971707, -2307.476462728442 2807.193588894766, -2208.412739143995 2791.390783920987, -2198.2718327929174 2734.324880891583, -2318.644674436024 2727.136991268415))",Residental,5,"[637,812]"
893,"POLYGON ((905.4010469392167 1016.5541286674855, 908.3008520394667 976.659378005518, 901.0559328864377 976.1327710418885, 900.9404003873939 949.2524933658581, 822.1482133802169 949.5911453091073, 824.5440274525827 1010.6769244336493, 905.4010469392167 1016.5541286674855))",Commercial,,[394]
894,"POLYGON ((-2182.541479675567 3164.322687537411, -2221.8945138026115 3033.6688028103745, -2296.5736066428526 3024.9196555966764, -2291.216108913821 3139.875082247539, -2251.2594787978396 3138.0129034766637, -2252.573171340611 3070.34817390482, -2222.1751195215074 3170.6274501781036, -2219.840711774555 3201.030008605318, -2350.1513001322805 3190.0171164355133, -2304.2782273443877 3190.2461067124973, -2301.81985862313 3150.3217228947055, -2408.7273739875695 3143.7388262609397, -2379.5711986541137 3227.0444564365403, -2279.1900477059116 3237.9972449539296, -2176.4743019073458 3243.3396145620213, -2182.541479675567 3164.322687537411))",Residental,14,"[529,595,701,735,741,786]"
895,"POLYGON ((593.8952620798088 2338.6515453063603, 633.8687431172491 2337.195243912618, 617.1687733636066 2152.817331244459, 592.7650025378263 2057.516269330236, 554.0152804268513 2067.4389220159956, 577.8863669957324 2160.6597572427163, 593.8952620798088 2338.6515453063603))",Residental,4,"[96,321]"
896,"POLYGON ((-4106.764238170002 5439.267562630967, -4187.818188580615 5438.091302808918, -4171.809409644909 5509.594826760704, -4132.775745401677 5500.855658851415, -4137.708658273188 5478.822707114327, -4054.430465266003 5485.658760120415, -4093.031225714978 5483.703587502006, -4096.877606033546 5523.518224991815, -4003.589306833644 5532.530545600962, -4021.2591627220245 5449.2913288852915, -4106.764238170002 5439.267562630967))",Residental,24,"[1355,1393,1400,1403,1427,1504,1576]"
897,"POLYGON ((-4262.8538453182655 4860.299930098706, -4263.0687713261295 4820.300507517734, -4455.497908011732 4816.895677556937, -4457.251384140243 4856.857225593353, -4262.8538453182655 4860.299930098706))",Residental,8,"[1420,1572,1573]"
898,"POLYGON ((-640.6290524712772 6201.39118723632, -640.5107754258357 6241.391012367694, -549.3297061589151 6241.1213955021785, -553.5065846995088 6162.423408789429, -593.4503647963337 6164.543416236705, -591.5023872437157 6201.245922680877, -640.6290524712772 6201.39118723632))",Residental,17,"[934,975,985,989,1058,1267]"
899,"POLYGON ((-1565.8874824206287 2863.503664752134, -1525.9000517192158 2862.5009754185367, -1528.2062833903947 2770.528042185219, -1568.1937140918076 2771.530731518816, -1565.8874824206287 2863.503664752134))",Residental,12,"[585,660,705,723,794]"
900,"POLYGON ((-3117.2921526329333 6499.040655968724, -3157.2833001975423 6499.882152531801, -3155.568079636162 6581.396019118785, -3084.1383268448235 6589.384550062708, -3090.559115523699 6509.494562431871, -3117.0274186763554 6511.621830019105, -3117.2921526329333 6499.040655968724))",Commercial,,
901,"POLYGON ((392.55781672945506 4692.20855205664, 390.0664618113687 4596.208515224827, 350.0799247262076 4597.24622999153, 351.5328268500296 4653.231291127286, 317.7932127015004 4654.0828852695295, 318.80249870788305 4694.070150014161, 392.55781672945506 4692.20855205664))",Commercial,,
902,"POLYGON ((90.1566237097681 465.32268178542637, 130.13942062728196 464.1496725557764, 127.48319457158422 373.61044723044336, 87.50039765407035 374.7834564600933, 90.1566237097681 465.32268178542637))",Residental,3,[157]
903,"POLYGON ((-1265.2949574081001 1519.1155126007304, -1274.9824184355266 1557.9247009308422, -1169.073269032936 1584.3615011173954, -1181.8417294959697 1502.4979243237385, -1215.3677463434292 1407.9458935231332, -1313.8050511217398 1408.6175762129883, -1313.6908631188592 1425.352203160149, -1314.662423979177 1408.5866232878311, -1418.4978690063897 1400.366920509251, -1413.5913246301452 1452.3426028106333, -1298.665021220657 1467.7189878614938, -1296.0933326793752 1448.4976522489646, -1243.5561966817124 1448.1391673747223, -1217.887740304627 1530.9491939496472, -1265.2949574081001 1519.1155126007304))",Residental,5,"[37,48,315]"
904,"POLYGON ((-1489.9462814728652 1561.8175308331265, -1438.8105176240115 1556.654573527558, -1432.8292411259351 1461.3573694046336, -1438.7683817494983 1398.4432566355533, -1540.62149518521 1386.4252124924071, -1545.3087340380132 1426.1496356088828, -1475.5537321043548 1434.3802990040974, -1476.6053939185533 1520.2671945959187, -1487.635038360263 1521.3808101765221, -1484.4789364149146 1466.1627277377067, -1524.4137575363818 1463.8801717150805, -1530.244121504478 1565.8862297618218, -1489.9462814728652 1561.8175308331265))",Residental,1,[220]
905,"POLYGON ((451.63585688160407 4800.42030047735, 411.6409232878725 4799.783679056877, 410.15239240173634 4893.298744728195, 450.1473259954679 4893.9353661486675, 451.63585688160407 4800.42030047735))",Commercial,,
906,"POLYGON ((1074.7327580139204 4585.454418741618, 1078.011072975611 4545.58898696154, 874.083778099797 4538.305359654244, 874.6161987445014 4578.301816100498, 1074.7327580139204 4585.454418741618))",Residental,11,"[194,196,210]"
907,"POLYGON ((2204.138218866892 5018.858994911867, 2209.2572740681053 4946.531014429686, 2260.224268540924 4944.014533088353, 2258.2516825209364 4904.063201390977, 2172.667257100258 4908.288908869074, 2162.2168172342144 5057.788540797699, 2267.193842827569 5060.502577148772, 2268.227642269295 5020.515938646463, 2204.138218866892 5018.858994911867))",Residental,7,"[154,250,256,279]"
908,"POLYGON ((-2816.9806770926134 6587.360487824471, -2820.775632107889 6563.049229025824, -2860.297025288249 6569.2184656952495, -2858.342227387902 6581.74130126592, -2902.391177376604 6573.188256808782, -2900.774170745044 6551.097060745607, -2981.936851806165 6545.156205703821, -2963.1677227320324 6599.294646828953, -2810.542846767806 6628.602546952485, -2816.9806770926134 6587.360487824471))",Residental,9,"[956,1012,1220,1255]"
909,"POLYGON ((-1890.7533964674665 3535.7428107640817, -1930.7237730162503 3537.2819659051984, -1923.9026653006072 3705.0090871531006, -1883.9411412075553 3703.2550654427323, -1890.7533964674665 3535.7428107640817))",Commercial,,
910,"POLYGON ((-2439.803253530469 5863.467059020865, -2434.9065223712755 5903.166202890155, -2332.50430024934 5890.535296957117, -2337.4010314085335 5850.836153087827, -2439.803253530469 5863.467059020865))",Residental,7,"[971,1071,1086]"
911,"POLYGON ((-4566.129154456577 7200.728553576087, -4606.1229578197745 7200.024499213186, -4607.757107891874 7292.8523831001485, -4567.763304528677 7293.556437463049, -4566.129154456577 7200.728553576087))",Residental,11,"[1440,1503,1541,1614,1722]"
912,"POLYGON ((-4005.8394491779313 5111.480111104196, -3991.0203695646123 5199.875046906761, -3884.5573175320583 5190.113164034316, -3888.2097031817466 5150.280262067902, -3957.8581849610796 5156.666518223376, -3965.644253194733 5111.35034197538, -3961.9266684405284 5072.5066564702665, -3891.1500298370484 5079.744050898178, -3887.080975417397 5039.951554166634, -3997.9090842044848 5028.61862351581, -4005.8394491779313 5111.480111104196))",Commercial,,"[1746,1778]"
913,"POLYGON ((-4638.109244064793 4674.689871796491, -4636.243688602865 4714.646344398793, -4604.481538195581 4713.163379329163, -4605.628524950944 4765.3406302640615, -4565.6381860614765 4766.219718146746, -4563.549605854882 4671.208705135805, -4638.109244064793 4674.689871796491))",Residental,10,"[1675,1699,1700,1733]"
914,"POLYGON ((-2796.26861289043 6590.3705251931715, -2789.9815591728398 6630.646678505681, -2704.534411274551 6633.985103662089, -2704.2732848248556 6576.4589137465755, -2799.12638256488 6572.063067565135, -2796.26861289043 6590.3705251931715))",Commercial,,
915,"POLYGON ((-1552.0800845159226 3853.50032647605, -1556.5555133158402 3911.0767128930065, -1478.0063433381745 3913.1302147234896, -1477.643397574193 3899.247057628393, -1395.8163003744946 3907.6135594053367, -1391.7476682553133 3867.8210194929516, -1552.0800845159226 3853.50032647605))",Residental,2,"[509,590]"
916,"POLYGON ((150.34193587236936 4014.7447370412497, 110.34382759156476 4015.1337536951733, 111.07496341147892 4090.3080409601357, 181.08965964618764 4090.3771449814567, 184.14188482276967 4018.292092767048, 150.34193587236936 4014.7447370412497))",Residental,17,"[931,953,1005,1067,1121,1167]"
917,"POLYGON ((-1560.4909657095886 4278.34081513047, -1454.565630772359 4293.301060403282, -1448.9717905764442 4253.694129799376, -1653.618638083621 4231.9338204698615, -1811.3127184762109 4232.567479317555, -1815.263310904214 4333.572127124478, -1778.459123144371 4335.011648459782, -1815.2937696055078 4334.053379722226, -1822.2289365569118 4413.274513993625, -1743.5554504934562 4403.717410047116, -1736.9040790653332 4316.024437867223, -1774.4350422588143 4313.177774445405, -1772.8268374742527 4272.060863291863, -1560.4909657095886 4278.34081513047))",Commercial,115,"[840,841,847,870,889,898]"
918,"POLYGON ((768.5658622745383 1954.2283203296872, 775.8706388925184 1850.1791009522024, 735.9688508671542 1847.3777954745917, 731.2933288568568 1913.9759189758981, 681.7944099423154 1913.641932443836, 681.5245220845699 1953.6410219402762, 768.5658622745383 1954.2283203296872))",Commercial,,
919,"POLYGON ((1051.513031396815 1328.2853909676323, 1011.5237467581801 1327.3595864038934, 1010.3561035760752 1500.450970014579, 1037.6638883513708 1500.2463668874555, 1010.35572966154 1500.640310213891, 1009.3840310771822 1585.5604716284138, 1074.8101044670702 1580.330392511265, 1077.723893020105 1499.296529145108, 1050.341199445173 1498.3119114090714, 1051.513031396815 1328.2853909676323))",Residental,4,[61]
920,"POLYGON ((372.5327066680251 1079.4886572865382, 374.48877597252977 1151.5774655721327, 453.2603653079161 1141.8019181633733, 458.76896545838355 1082.9176143212462, 372.5327066680251 1079.4886572865382))",Residental,3,[262]
921,"POLYGON ((2080.509762589783 4310.157055185336, 2004.721852947009 4312.204374812419, 2003.6013794322937 4389.310030536808, 2080.7336405326823 4387.9350307637205, 2080.0605905364837 4350.179484140023, 2138.8551974659117 4350.305421526839, 2139.7971994392256 4399.943725169001, 2179.78999861064 4399.184769020753, 2178.105196792804 4310.40501422217, 2080.509762589783 4310.157055185336))",Residental,7,"[35,69,342]"
922,"POLYGON ((-286.67761905195925 1242.5263352810653, -286.7284918626889 1202.5263676316144, -397.2495705488443 1202.6669306932376, -397.1986977381147 1242.6668983426885, -286.67761905195925 1242.5263352810653))",Residental,12,"[11,113,211,223,354]"
923,"POLYGON ((-534.0892029545869 3525.4903213057733, -573.7957899435888 3520.654315755234, -584.5110651892242 3608.633331537067, -777.326094371372 3628.86031225523, -955.4113652510433 3626.744182410586, -962.7761971457147 3546.1769456102375, -1002.610113329475 3549.818253268918, -992.1459212616802 3664.2907968799036, -875.7872770852111 3672.3668364787904, -775.0023139245529 3668.803142723767, -548.5545280439795 3644.259558227371, -534.0892029545869 3525.4903213057733))",Commercial,,"[1279,1307]"
924,"POLYGON ((-1280.3476324434534 3561.1379636827755, -1256.7045697156261 3351.065932732941, -1347.9152057099436 3356.5037862557315, -1345.5346872333662 3396.43288757022, -1300.0824761905744 3393.7230888362974, -1336.5761594768853 3667.5144980712594, -1297.009736065062 3673.3880096611274, -1280.3476324434534 3561.1379636827755))",Residental,8,"[718,727,793]"
925,"POLYGON ((-1956.804484669564 4869.75965841605, -1955.2597873298005 4841.921536697101, -2026.3938361368928 4844.003911331876, -2026.9368182219087 4913.573891050776, -1959.0338360504898 4909.936431884186, -1956.804484669564 4869.75965841605))",Commercial,,
926,"POLYGON ((1242.489809078767 1383.5002744441438, 1282.2206224537535 1388.1330348050928, 1291.9251783699988 1304.9062175396125, 1252.1943649950122 1300.2734571786634, 1242.489809078767 1383.5002744441438))",Residental,6,"[45,158]"
927,"POLYGON ((-1505.6762681738578 1799.3626196618254, -1498.1550779543547 1760.0760863751882, -1585.6148725828764 1743.3323908406292, -1545.1489344777685 1745.6123604538764, -1542.8987859311935 1705.6757002089541, -1634.869031140845 1700.4938269046397, -1631.3577697062397 1775.301589048587, -1505.6762681738578 1799.3626196618254))",Residental,6,"[152,242]"
928,"POLYGON ((-4130.571241812073 6742.061252178472, -4090.651684520484 6744.596788737789, -4085.022405395816 6655.969263450567, -4085.4035832401933 6696.414012152462, -4045.417072315098 6697.4527344624385, -4043.1792754637054 6611.306815204732, -4122.802632249628 6619.752049668879, -4130.571241812073 6742.061252178472))",Commercial,,[1772]
929,"POLYGON ((-593.4629270164987 6164.295059510606, -553.5090971435419 6162.373737444209, -558.8408837874823 6051.499407618602, -575.4097244712436 6052.296179275326, -558.8512616906881 6050.866462506612, -557.7714827051568 5980.122689368871, -605.533479787923 5985.883964692785, -616.6452462973086 6057.115257014115, -598.4807866154623 6059.94883237371, -593.4629270164987 6164.295059510606))",Residental,12,"[1013,1015,1056,1110,1134,1251]"
930,"POLYGON ((-2215.885749728545 4204.378081876517, -2274.519521492816 4197.696340943052, -2279.048497479555 4237.439118607824, -2213.341357433166 4244.926920842925, -2208.269381271577 4299.271006801374, -2168.4424640488596 4295.55392938291, -2176.5334373984333 4208.86256152384, -2215.885749728545 4204.378081876517))",Commercial,,[879]
931,"POLYGON ((564.2399795580701 3576.662938568324, 604.2071344916969 3578.283594766124, 607.3436440123011 3500.9338384569473, 567.3764890786742 3499.313182259147, 564.2399795580701 3576.662938568324))",Residental,7,"[141,257]"
932,"POLYGON ((-3241.34423802437 6141.45673829407, -3249.9599739885343 6141.550167929754, -3248.9911019373285 6230.895970416916, -3191.945249683571 6234.9034345003365, -3209.892231574794 6072.802841159526, -3249.5616768117916 6077.934616153515, -3241.34423802437 6141.45673829407))",Commercial,,"[1749,1764,1791]"
933,"POLYGON ((-1348.1290456177526 5035.3613073274955, -1343.8918967088196 5075.136256342214, -1308.6046336066975 5071.377171992488, -1310.4087167011664 5117.170735573711, -1270.4397215068273 5118.745353989356, -1266.8134602401262 5026.698914228397, -1348.1290456177526 5035.3613073274955))",Commercial,,
934,"POLYGON ((1444.1161421863462 3343.6835233556512, 1447.3197634956343 3303.8120196154273, 1389.076057780891 3299.1322167673743, 1387.2812588473714 3364.4352405800596, 1427.2661598169288 3365.534192105228, 1427.902511959446 3342.380780132465, 1444.1161421863462 3343.6835233556512))",Residental,12,"[38,108,138,245]"
935,"POLYGON ((438.3718910462389 1550.3495360477016, 434.50220039327337 1338.2618908272334, 354.28541992078266 1342.1418508152765, 356.21789804804376 1382.0951426482113, 395.70720806285186 1380.1851065945277, 394.4713268667111 1613.6970793653466, 307.49217105206526 1614.5400122824576, 308.8632745743328 1557.8512685504677, 268.87496920017236 1556.8840905405398, 266.51433343856485 1654.4853829017648, 432.1661849761747 1653.0548529490402, 438.3718910462389 1550.3495360477016))",Commercial,,
936,"POLYGON ((15.589496569600051 1350.7390451998751, 55.49625745131838 1353.4685938675777, 63.61895603561967 1167.0548910730788, 23.625516192711423 1166.3304812914778, 15.589496569600051 1350.7390451998751))",Commercial,,[424]
937,"POLYGON ((-1087.9413328909673 4695.88102778812, -1090.6395679275477 4765.0318868738, -1089.266862039949 4701.45282967082, -1129.125728103294 4698.095629029763, -1138.1541094279758 4805.286434842284, -1052.1619078584517 4804.826786043619, -1047.921331765612 4696.148529382299, -1050.1114213748556 4610.722217602327, -1130.6520221305755 4608.782084483536, -1129.0920049953966 4697.079679242965, -1089.0982465004624 4696.37308073683, -1089.9215311404575 4649.774840323514, -1087.9413328909673 4695.88102778812))",Commercial,,[858]
938,"POLYGON ((227.5026271978385 4563.0584665979095, 229.73962810957272 4578.615473142062, 304.7735782144268 4584.474830392835, 303.6670606163832 4488.30550804207, 215.5222265595092 4479.741928748327, 227.5026271978385 4563.0584665979095))",Commercial,,
939,"POLYGON ((-2267.726057512707 4138.082174445893, -2272.255033499446 4177.8249521106645, -2166.1992133930657 4189.910777277874, -2161.6702374063266 4150.167999613102, -2267.726057512707 4138.082174445893))",Residental,,
940,"POLYGON ((873.322193738814 1500.2608094266654, 906.2439628568507 1494.92442207465, 912.1764552540451 1418.3641205842546, 841.5906620387424 1422.5946356750273, 831.6095346820123 1507.0221382426098, 873.322193738814 1500.2608094266654))",Commercial,,
941,"POLYGON ((-1532.7381831961964 5305.255658368141, -1533.9336032610042 5265.273525222589, -1628.314903895796 5268.095418194402, -1627.1194838309882 5308.077551339953, -1532.7381831961964 5305.255658368141))",Commercial,,
942,"POLYGON ((-1926.8788939673702 4632.48699940495, -1929.5277847257387 4729.619058248581, -1843.9373539086798 4725.555033747422, -1843.7227877114701 4632.7094849448, -1926.8788939673702 4632.48699940495))",Commercial,,
943,"POLYGON ((-2643.226544576654 3172.2245821450947, -2644.89635788559 3212.1897134912238, -2551.6688096119924 3216.0849240315943, -2549.998996303056 3176.1197926854657, -2643.226544576654 3172.2245821450947))",School,418,[450]
944,"POLYGON ((-1187.942138235101 2523.089913141448, -1190.5867735295797 2603.603707894765, -1212.3513480316915 2604.5793243311955, -1209.7112640606197 2527.271918041972, -1249.6879593561173 2525.906695257609, -1253.8055157750307 2646.477711363019, -1151.8233244497153 2641.906268807571, -1147.8871948902138 2522.073969761345, -1155.0955930884636 2436.000215248263, -1253.1368767123727 2428.9706400063906, -1364.6750166259928 2442.671667336572, -1381.607144655954 2526.618023526316, -1260.588288794778 2515.606530088577, -1264.2129112539244 2475.7710921968123, -1331.7858222151754 2481.919544521236, -1252.1192672750888 2469.1462891993874, -1192.0993430628766 2473.4497270743923, -1187.942138235101 2523.089913141448))",Residental,7,"[638,702,706]"
945,"POLYGON ((-1050.191248101997 3432.9770292699236, -1090.188043650766 3433.483335333452, -1088.6930285203598 3551.5854455401677, -1048.6962329715907 3551.0791394766393, -1050.191248101997 3432.9770292699236))",Residental,12,"[491,516,518,664,688]"
946,"POLYGON ((-273.5136499304922 1818.5033223607077, -271.8880776507095 1778.5363670755826, -307.08490081182015 1777.1048099389695, -311.9665967698981 1734.9765778252709, -351.7007214322967 1739.580851634784, -342.88235571621897 1815.6818953992286, -273.5136499304922 1818.5033223607077))",Commercial,,"[425,431]"
947,"POLYGON ((-2155.540387080811 5777.294131435174, -2155.469706228309 5817.294068987839, -2057.0314148266502 5817.120126157404, -2057.102095679152 5777.120188604739, -2155.540387080811 5777.294131435174))",Residental,13,"[918,1014,1043,1059,1084]"
948,"POLYGON ((-3746.459309607582 6745.743997264231, -3769.5238327781676 6595.186401710478, -3873.3056366166556 6592.012145314993, -3949.8053075240746 6600.805730650024, -3945.2374141704213 6640.54405409616, -3871.624296433775 6632.082276092196, -3804.0161247883843 6634.150130603247, -3786.236512343233 6750.086660271386, -3778.5579752431904 6935.826988831174, -3950.730392754625 6924.332815720002, -3953.865786597575 6964.209742701022, -3738.4781564301934 6977.685073522844, -3746.459309607582 6745.743997264231))",Residental,11,"[1378,1540,1559,1686]"
949,"POLYGON ((-3700.77724692241 5164.085096904993, -3700.2723616079293 5124.088283396674, -3783.2550944427066 5123.040780871128, -3772.6071041828554 5202.386432579384, -3732.962490737997 5197.066223485021, -3737.4506008122444 5163.62216408141, -3700.77724692241 5164.085096904993))",Commercial,,"[1757,1797]"
950,"POLYGON ((86.79568035957566 1056.687382767957, 168.59147472242114 1049.6474944612742, 165.1614898598232 1009.7948257445828, 128.39832067880556 1012.9589077961118, 130.4813274242452 955.1865596480185, 90.507301979839 953.7452790473126, 86.79568035957566 1056.687382767957))",Residental,,
951,"POLYGON ((-1208.8032862641821 4073.5722233522124, -1169.791757794458 4064.734766339253, -1195.0754619731579 3953.1239325958963, -1234.086990442882 3961.9613896088554, -1208.8032862641821 4073.5722233522124))",Residental,11,"[568,582,626,783]"
952,"POLYGON ((-985.6710921313537 1381.2222271443416, -1001.1478403229369 1379.2483478958518, -1012.218103521549 1307.8761967825546, -1051.74545614575 1314.0071342738408, -1036.0623134512207 1415.1194213300055, -942.492752404668 1427.0531306954222, -948.8157206103731 1333.1999248458185, -988.7252518908531 1335.8886630205745, -985.6710921313537 1381.2222271443416))",Residental,4,[190]
953,"POLYGON ((-3416.9527871384926 6539.460919302303, -3417.3220327485114 6579.459214986988, -3175.593366686589 6580.404678816456, -3181.581032041773 6434.891621120553, -3327.063093114099 6429.844545666333, -3326.9006016108833 6469.844215621363, -3219.2421365425134 6471.84599902674, -3216.44021378244 6540.580048236046, -3416.9527871384926 6539.460919302303))",Commercial,64,"[1745,1766,1795,1798]"
954,"POLYGON ((-1066.8488304627747 2577.5350500363725, -1063.7259645162148 2537.6571400073876, -1128.2223665733381 2532.60638339769, -1132.1378524400322 2651.8102018178133, -1092.1594134811608 2653.123372945975, -1089.6179966507223 2575.751981323187, -1066.8488304627747 2577.5350500363725))",Residental,,
955,"POLYGON ((-575.3087701267209 1785.8664014664716, -573.7645350832328 1825.8365820781535, -362.9853814468704 1815.9477070293626, -370.7258088544381 1749.1490933333066, -461.36634999272275 1731.4953434903193, -469.01332366306815 1770.7575873600351, -424.60682241026143 1779.406490540383, -575.3087701267209 1785.8664014664716))",Residental,7,"[57,265]"
956,"POLYGON ((-941.0779517298819 1174.5884819324967, -1072.226723744229 1148.6163539462777, -1079.997241280279 1187.8543337263575, -778.9778634444194 1242.5588677371763, -788.5400615143717 1157.7778397798265, -828.2880452268914 1162.2608957452667, -824.6445414791651 1194.5651829853905, -941.0779517298819 1174.5884819324967))",Residental,3,[304]
957,"POLYGON ((-3128.7159264540755 6297.5133959490195, -3100.5133855956155 6298.475153811129, -3099.150105423336 6258.498392221777, -3170.4465296815974 6256.067054672624, -3166.980511293843 6340.71443085786, -3100.7499536531823 6340.2821553922095, -3101.0110212171508 6300.283007354694, -3128.7159264540755 6297.5133959490195))",Residental,21,"[1371,1373,1377,1522,1556,1598,1697,1708]"
958,"POLYGON ((68.56735257127949 74.4055470423879, 100.51708874036477 50.338674401227316, 39.937170211356616 -30.08359080145072, 7.987434042271323 -6.016718160290144, 68.56735257127949 74.4055470423879))",Residental,4,[165]
959,"POLYGON ((-2299.159854488459 2515.1140359653577, -2297.5117845186633 2475.148002069377, -2405.911467886845 2470.6779497404564, -2398.2650007481952 2553.414703959626, -2358.434740451181 2549.7336219621598, -2361.873261131553 2512.527937918675, -2299.159854488459 2515.1140359653577))",Residental,5,"[456,690]"
960,"POLYGON ((-1594.0572204569262 2554.8965147426993, -1634.0519880888678 2555.543478471976, -1633.162683927862 2610.5195330234346, -1832.4098091944104 2591.8799065034254, -1836.6794636295388 2631.6513793326358, -1592.476818245732 2652.595684481877, -1594.0572204569262 2554.8965147426993))",Residental,9,"[618,669,803,825]"
