Origin,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
Jordan,0,0,4532,0,0,0,0,75,0,0,6840,755,0,0,14874,0,0,29,1147,0,0,1,0,16,4,0,1291,0,289,0,0,0,0,0,10929,0,0,0,0,106,864,190,0,0,0,53,0,66,10,0,520,462,1165,0,0,50,106,8402,8,0,0,8,0,3,0,279,1464,0,0,0,0,14000,0,798,0,0,0,0,1,0,0,0,40,0,507,14,0,12252,0,10542,294,0,0,2931,0,0,0,0,37,0,0,0,0,54923,0,0,4,593,0,0,20865,0,0,3,0,0,0,0,1195,0,0,49,0,0,0,1,0,0,0,0,0,1000,0,0,0,0,1086,0,0,28,0,0,0,456,19108,0,0,122,0,14,49,182,147,29,119,34000,964,816,0,0,0,0,217904,0,155,0,0,0,0,59,125,0,0,92,0,2428,277,0,0,0,0,0,0,0,3898,775,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,3751,161143,7311,81930,8,0,0,203,0,0,55929,0,0,0
Kazakhstan,0,0,178,0,0,0,0,148,846,0,1940,2125,20272,0,0,0,0,70362,1096,0,0,0,0,23,0,0,29,0,1689,0,0,0,0,0,10882,0,0,0,0,10,4680,5,0,0,0,8,0,65,23,0,280,6700,241,0,0,11,3,331,0,0,0,2613,0,0,0,282,2621,0,0,0,12107,737000,0,26492,0,0,0,0,0,0,0,0,0,0,595,24,2181,0,0,0,596,0,13870,4276,0,0,19,0,130,0,0,1536,0,0,14369,0,5885,0,0,0,819,0,7952,4,0,0,0,0,0,0,0,15,0,0,0,6,0,18312,0,193,0,0,0,0,0,0,323,0,0,3,0,0,0,917,0,0,0,3,0,0,1,0,4934,900,0,0,112,2562079,0,0,2,0,0,0,96,0,0,0,0,259,172,0,0,0,0,2417,0,0,0,0,0,0,0,0,1956,3206,0,862,0,0,0,0,0,0,0,12000,18029,0,0,0,234238,0,5018,32017,6,91711,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,27,0,3,19390,1093,0,21,0,0,0,0,1516,0,0,77,0,14,0,740,55,0,25,0,1066,0,0,0,28502,48,0,0,0,24,661,16,76,0,0,45,0,0,4,0,98,105,1167,0,0,106,32,139,0,0,353,10,0,15,0,1382,1774,0,0,0,0,15084,17,564,0,0,0,0,1942,0,0,0,0,0,112,93,2356,0,0,0,990,0,0,3852,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,342,0,0,3,0,0,0,0,626,0,0,47,0,0,0,85,0,0,0,0,0,0,0,0,1029,0,3110,0,1759,2,0,0,0,2072,0,0,0,9,0,0,9,55,66,106,0,0,2,451,2590,0,0,0,0,0,0,413,51,0,0,28,36,0,0,27143,9570,1543,0,1,0,0,0,3037,0,1,3803,3506,0,0,59236,0,0,0,0,0,0,258,0,0,0,61501,12,0,127000,129670,9,0,5,8,0,0,0,0,561,0
Kiribati,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,104,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,1,0,0,784,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1573,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,17,0,0,0,0,0,0,0,0,0,7,0,259,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,148,1878,0,0,20,0,0,0,0,0,0,0
"Korea, Dem. Rep.",0,0,0,0,0,0,0,5071,16335,1,270,3095,2785,4,0,0,0,59,19,0,0,3,0,10,0,0,176,0,39,0,0,0,44,0,395,0,75,0,0,8,4651,213,0,0,0,69,0,0,3,0,39,32,443,0,0,0,709,97,0,0,0,5,0,0,0,2,63,0,154,0,1663,3000,0,33,0,0,0,0,1197,0,0,0,62,0,0,0,0,0,0,0,347,0,0,179,0,0,84,63135,191,0,0,0,0,0,1974,0,13,0,0,0,0,0,0,6,0,0,50,0,1038,0,0,2,0,0,0,38,0,1850,0,579,0,0,0,0,92,0,103,0,0,14,0,0,0,42,0,0,0,7,0,0,103,5934,0,77,0,0,0,10631,0,0,0,0,0,0,0,0,6,0,0,15,58,0,0,228,0,116,0,1,0,0,0,0,0,0,83,518,0,160,0,0,0,0,0,0,0,47,1949,0,0,217,635,0,15329,0,0,12598,29,46,1571,0,0,0,0,0
"Korea, Rep.",0,0,159,419,0,0,0,8459,0,4,106670,2362,381,5,0,0,0,28,4393,0,0,8,37,525,0,0,10510,10588,58,0,0,0,57,0,135744,0,0,0,0,1329,222276,292,0,0,0,932,0,26,9,0,11,2862,796,0,0,758,1181,296,128,0,0,40,0,55,0,579,21016,0,186,0,219,34000,0,325,0,0,3528,1858,413,0,0,0,68,4907,1190,39,0,32677,0,0,537,0,0,3900,0,593449,94,32711,267,0,5411,0,0,0,261,0,31,0,0,0,731,0,26,53,0,0,0,0,4912,0,0,9,13,156,0,3864,47,0,0,1697,0,0,0,0,32,0,7404,0,28376,64,0,0,1603,7506,0,0,76,415,256,2654,776,7123,127,133,153,0,15,3723,0,0,0,0,0,0,25,1,13,0,0,564,29,30,0,2748,0,4598,611,0,0,0,0,0,0,0,10690,3871,0,0,0,14569,0,0,0,0,0,760,266,0,0,254,469,0,12000,1041727,90,1721,21,281,1887,0,0,0,0,0
Kosovo,0,0,0,0,0,0,0,0,0,0,1460,34706,0,0,0,0,0,0,12941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17059,0,0,0,0,202905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35882,0,0,0,0,0,0,0,0,0,0,0,0,0,17059,145882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14706,25294,0,0,0,0,0,0,0,0,0,0
Kuwait,0,0,2399,0,0,0,0,14,0,1,6050,326,0,0,5603,0,0,0,337,0,0,1,0,5,0,0,24,0,150,0,0,0,0,0,14951,0,0,0,0,11,0,26,0,0,0,2,0,0,0,0,274,93,1218,0,0,4,21,4446,1,0,0,10,0,0,0,139,763,0,0,0,0,0,0,137,0,0,0,1,0,0,0,0,0,0,282,3,6019,0,0,407,523,0,0,575,0,0,757,0,51,0,0,0,0,0,0,0,1,242,0,0,11041,0,0,0,0,0,0,0,0,0,0,71,0,69,0,9,0,0,0,0,0,0,0,0,0,0,1319,0,0,6,0,0,0,396,746,0,0,6,0,0,7,176,206,5,0,12296,50,85,0,0,0,0,0,0,66,0,0,0,0,78,17,0,0,148,0,487,1755,0,0,0,0,0,0,0,2268,499,0,0,0,0,0,0,0,0,0,423,0,0,0,0,272,64398,14049,36659,2,0,0,72,0,0,17179,0,0,0
Kyrgyz Republic,0,0,0,0,0,0,0,10,0,0,490,857,3240,0,0,0,0,5263,367,0,0,0,0,5,0,0,0,0,160,0,0,0,0,0,2022,0,0,0,0,5,988,1,0,0,0,4,0,0,7,0,28,1275,64,0,0,0,0,88,0,0,0,400,0,0,0,57,731,0,0,0,1934,83954,0,538,0,0,0,0,0,0,0,0,0,0,147,4,0,0,0,0,87,0,2563,1538,0,0,8,6901,50,0,0,2042,0,0,0,0,987,0,0,0,0,0,612,3,0,0,0,0,0,0,0,4,0,0,0,27,0,2628,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,134,0,0,0,0,591767,0,0,2,0,0,0,0,0,0,0,0,25,20,0,0,59,0,336,0,0,0,0,0,0,0,0,990,598,0,11590,0,0,0,0,0,0,0,4000,2267,0,0,0,28172,0,927,6020,1,14657,0,0,0,0,0,0,0,0
Lao PDR,0,0,0,0,0,0,0,569,0,1,11660,126,0,0,0,90253,0,0,1146,0,0,2,0,0,0,0,6,0,1,0,0,0,268,0,16631,0,0,0,0,2,1373,9,0,0,0,4,0,0,4,0,5,44,71,0,0,32,11,1,0,0,0,0,0,0,0,45,43524,0,0,0,0,3606,0,40,0,0,0,0,0,0,0,0,0,0,57,2,0,0,0,0,57,0,0,253,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,199,828,0,0,0,0,0,103,0,0,0,1,0,0,2,296,15,2,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,6,3,74,0,51,0,189,0,0,0,0,0,0,0,0,490,979,0,0,0,926427,0,0,0,0,0,2,0,0,0,0,24,0,586,183894,0,0,0,2,7272,0,0,0,0,0
Latvia,0,0,0,0,0,0,0,128,0,1,4800,1482,1415,0,0,0,0,10444,1684,0,0,2,0,0,0,0,173,0,239,0,0,0,0,0,8129,0,0,0,0,43,100,20,0,0,0,15,0,26,9,0,194,416,4668,0,0,20,24,1,1,0,0,3771,0,0,0,1778,2833,0,0,0,846,29000,0,345,0,0,0,0,22,0,0,0,0,0,195,805,0,0,0,0,23796,0,4000,3376,0,0,1,2643,39,0,0,0,0,0,1003,0,0,0,0,0,0,0,10127,518,0,0,0,0,0,0,0,96,0,0,0,32,0,4796,0,0,0,0,0,0,0,0,3837,0,0,0,0,0,0,10008,0,0,0,12,0,0,11,0,1662,213,0,0,6,89452,0,0,1,0,0,0,0,0,0,0,0,162,62,0,0,692,0,4123,0,0,0,0,0,0,0,0,7026,2074,0,0,0,0,0,0,0,0,0,75,990,0,0,0,20038,0,102000,24691,7,6404,0,142,0,0,0,0,0,0
Lebanon,0,0,2457,0,0,0,56,933,1045,39,93250,1792,0,3,4626,0,0,64,6976,59,0,5,0,38,0,0,15116,0,1008,0,0,0,0,0,94299,0,671,0,0,253,399,1253,0,0,1184,121,0,63,58,257,3242,639,12555,0,34,991,645,4557,9,0,0,29,0,0,0,575,47878,0,2382,0,9,68000,1142,2748,0,0,0,26,542,0,0,0,7,0,427,35,0,0,0,1552,269,0,2270,7124,0,0,1852,0,110,0,0,0,0,12567,0,0,32,0,0,912,11314,0,89,37,0,0,0,0,0,14,0,80,0,257,0,640,0,0,203,0,0,1383,0,0,42,0,3640,0,0,5,0,0,0,1970,0,0,0,543,0,575,82,138,411,76,24,8439,1597,968,0,0,0,0,139459,1075,44,3,2104,0,332,122,59,0,0,1528,0,3723,741,2,10,0,0,0,0,0,26159,6385,0,0,0,0,0,710,0,0,0,1676,0,0,0,0,1781,39972,19000,128608,136,0,0,7602,0,0,3324,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0,1,140,6,0,0,0,0,0,0,16,0,0,1,0,0,0,3375,0,0,0,0,0,0,0,0,115,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,7,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,4,0,0,0,0,0,71,0,0,24,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,19,0,0,0,0,0,0,0,0,0,0,8685,0,115,0,144,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,312537,0,0,0,0,0,0,0,0,0,229,57,74,0,0,270,0,0,0,0,0,0,13,0,0,0,0,0,0,696,599,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,43,0,0,3480,259,0,0,0,0,0,0,959,0,0,0,0,2,0,0,42,0,6,0,0,0,0,4624,2470,0,0,0,0,6,116,15,0,0,0,16,92688,0,0,0,0,27,133,0,0,4,35,56,0,0,0,0,0,11,0,104,796,0,0,1030,0,3018,28948,30,0,0,0,0,118353,941,0,0,0,0,32,2,0,0,0,0,253,0,0,1647,0,0,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4588,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1808,0,0,1,0,21157,0,939,0,0,0,6,0,0,6,3,0,29,0,0,1,9,0,0,0,0,0,0,0,0,22144,0,0,3,9,0,0,1239,0,683,0,0,0,0,0,0,0,47,954,426,0,0,0,2,0,172,0,0,0,21,0,0,0,0,18,0,3151,88090,0,0,0,0,0,0,0,0,0,0
Libya,0,0,4665,0,0,0,0,81,0,0,2490,795,0,0,0,0,0,0,914,0,0,5,0,3,12,0,117,0,309,0,0,0,0,0,5469,0,0,1238,0,28,427,3,0,0,0,12,4121,146,5,0,269,387,193,0,0,38,18,8648,0,0,0,6,0,3,0,220,2386,0,0,0,0,4484,0,629,0,0,0,0,42,0,0,0,0,0,452,5,0,2315,0,0,729,0,13410,34622,0,0,21680,0,45,0,0,0,0,0,0,0,4,314,0,0,0,0,0,0,0,0,31,0,2721,0,0,1061,0,300,0,25,0,0,0,0,0,1569,0,0,32,0,1522,0,0,17,183,0,0,624,0,0,0,39,0,0,6,49,257,30,0,0,27,270,0,0,0,0,0,0,458,4,0,0,0,66,75,0,0,268,153,975,40,0,0,0,0,1836,0,0,2689,1328,0,0,0,0,0,0,0,0,9302,4549,0,0,0,0,89,0,18000,9520,10,0,0,137,11278,0,0,0,0,0
Liechtenstein,0,0,0,0,0,0,0,80,0,2,30,332,0,0,0,0,0,0,6,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,69,0,0,0,0,5,0,2,0,0,0,4,0,0,0,0,0,11,4,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0,0,0,0,307,0,9,0,0,0,0,3,0,0,0,0,0,5,1,0,0,0,0,9,0,0,121,0,0,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,7,0,0,210,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,7,27,0,0,0,0,116,0,0,0,0,0,0,0,0,3,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,25,35,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,406,0,0,3290,1329,4151,0,0,0,0,17316,2154,0,0,5,0,9,0,0,773,0,206,0,0,0,0,0,7514,0,0,0,0,23,100,48,0,0,0,9,0,25,7,0,109,945,10564,0,0,25,21,7,0,0,0,1755,0,55,0,1093,2656,0,0,0,2478,44000,0,535,0,0,0,0,0,0,0,0,0,0,222,1631,0,0,0,0,41483,0,3937,5830,0,0,4,4495,2,0,0,0,0,0,2943,0,16095,0,0,0,0,0,0,635,0,0,0,0,0,0,0,55,0,0,0,236,0,5946,0,0,0,0,0,0,0,0,5307,0,0,0,0,0,0,37422,0,0,0,47,0,0,7,0,54057,377,0,0,15,71128,0,0,2,0,0,0,27,1,0,0,0,162,79,0,0,662,0,14395,0,1,0,0,0,0,0,0,11345,1773,0,0,0,0,0,0,0,0,0,386,2904,0,0,0,25097,0,190000,33640,104,18776,0,149,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,99,0,0,280,935,0,0,0,0,0,0,13536,0,0,3,0,6,0,0,65,0,73,0,0,4,0,0,734,0,0,0,0,19,0,23,0,0,0,15,0,30,0,0,13,27,117,0,0,38,39,7,0,0,0,7,0,8,0,100,13083,0,0,0,0,21000,0,717,0,0,0,0,0,0,0,0,0,0,198,145,0,0,0,0,167,0,0,4651,0,0,3,0,10,0,0,0,0,0,0,0,7,0,0,0,0,5,23,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,25,0,85,0,0,0,39,0,1248,0,0,1,0,0,0,140,0,0,0,3,0,0,18,0,248,4056,0,0,24,36,0,0,0,0,0,0,89,1,0,0,0,62,193,0,0,42,0,1406,0,0,0,0,0,0,0,0,319,2404,0,0,0,0,0,0,0,0,0,69,0,0,0,0,45,0,1714,3076,1,0,0,4,0,0,0,0,0,0
"Macao SAR, China",0,0,0,0,0,0,0,0,0,2,2770,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6962,0,0,0,0,11,24934,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72419,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,81,0,0,0,12,0,0,0,0,0,2063,0,0,0,1,0,0,0,0,0,0,0,0,0,22903,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12366,0,0,0,0,0,0,0,0,0,0
"Macedonia, FYR",0,4764,0,0,0,0,0,1544,0,2,49880,24247,0,5,0,0,0,0,1761,0,0,1,0,12,2961,0,47,0,3777,0,0,0,0,0,11173,0,0,0,0,505,0,3,0,0,0,26,0,20677,0,0,23,4181,3000,0,0,26,128,113,0,0,0,9,0,11,0,167,4556,0,0,0,0,98000,0,3390,0,0,0,0,0,0,0,0,0,0,214,45,0,0,0,0,704,0,0,71239,0,0,88,0,11,0,0,0,0,0,0,0,0,0,0,0,0,138,12,366,0,0,0,0,0,0,0,98,0,0,0,20,0,0,0,4,2852,0,0,0,0,0,172,0,0,0,0,0,0,2583,0,0,0,9,0,0,144,0,284,283,0,0,538,255,0,0,1,0,0,46416,42568,0,0,0,0,798,19072,0,0,197,0,683,0,0,0,0,0,0,0,0,6541,61448,0,0,0,0,0,0,0,0,0,43400,0,0,0,0,0,0,2598,26171,2,0,0,6,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,7,0,0,290,113,0,0,0,0,0,0,2137,0,0,4,0,5,0,663,43,0,2,0,0,0,0,0,3876,0,0,0,0,11,238,5,9651,0,0,3,0,0,2,0,11,63,35,0,0,25,14,38,0,0,0,4,0,8,0,14,122229,0,0,0,0,1597,0,127,0,0,0,0,9,0,0,0,0,0,35,2,0,0,0,0,30,0,0,2425,0,0,1,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2287,6,0,0,0,0,0,0,0,0,0,0,193,0,0,1,0,0,0,476,0,0,0,6,0,0,6,0,12,27,0,0,1,84,0,0,0,0,0,0,0,809,0,0,0,18,19,0,0,707,0,466,0,0,0,0,0,0,0,0,119,1859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,0,918,1711,0,0,0,6,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,3,0,9,1300,47,0,0,0,0,0,0,90,0,0,9,0,7,0,4761,11,0,0,0,0,0,0,0,709,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,11,40,29,0,0,0,0,39,0,0,776,1,0,0,0,84,107,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,4,0,0,0,0,293,0,0,172,0,0,5,0,347,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,85839,0,341,0,300,0,0,0,0,0,0,111,0,0,0,1,0,0,2,0,0,473,0,0,1,29,0,0,0,0,0,0,0,14,0,0,0,7,1,0,0,102327,0,65,0,0,0,0,0,0,0,0,74,135,0,0,12226,0,0,0,0,0,0,5,0,0,0,8,0,0,21000,1731,1,0,0,0,0,0,0,0,14127,107849
Malaysia,0,0,1760,0,0,0,0,82,0,0,166150,520,0,14,0,229245,0,0,736,0,0,49,12,8,0,0,148,51048,3,0,0,0,177,0,26127,26,0,0,0,31,10954,11,0,0,0,31,0,0,0,0,52,832,565,0,0,50,53,3262,8,0,0,11,0,19,0,437,2575,0,0,0,0,6159,0,61,0,0,0,7,2,0,0,0,0,15511,104,37,12317,2315,0,0,4501,0,0,627,0,9237,284,0,47,0,197,1387,0,0,0,0,2,0,0,0,8098,0,0,28,0,0,0,0,0,105,0,49,0,0,143,155,0,0,0,0,0,0,0,0,0,0,3673,0,17443,0,0,0,0,851,0,0,0,28,518,0,53,817,44,50,0,0,1,1557,0,0,0,0,0,0,0,19,0,1158890,0,19,19,105,0,1500,0,607,925,0,0,0,0,0,0,0,1510,2320,0,0,0,8199,180,0,0,0,0,394,0,0,0,0,4,0,58000,78459,5,0,7,34,133,0,0,0,0,0
Maldives,0,0,0,0,0,0,0,1,0,0,640,11,0,0,0,0,0,0,3,0,0,1,0,0,0,0,11,0,2,0,0,0,0,0,34,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,4,5,0,0,0,3,77,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,8,0,0,30,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,3,45,0,0,0,0,0,0,0,38,0,0,0,1,7,0,0,92,0,0,1409,0,0,0,0,0,0,0,24,77,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,8,0,1,80,124,0,0,0,0,0,0,969,0,1331,0,0,1,0,0,7,0,1,45208,0,7,0,13111,1667,0,792,0,0,111,556,2,0,0,34426,1,400332,0,0,0,0,63,32,0,0,17,3,203,0,0,0,0,0,0,0,19,76703,0,52549,9852,0,1454,7819,28,0,0,0,0,50943,0,0,0,0,0,24,4,0,0,0,0,42,0,0,10200,0,0,14,0,48,0,0,0,0,0,0,0,0,0,0,1326,345,0,0,6,0,0,0,0,0,0,0,0,0,105674,0,12,0,0,5,0,0,0,0,0,0,0,178,0,0,2,90580,165795,0,49,0,0,0,0,0,0,3,0,33,118,0,0,75,73,0,0,0,133,0,33225,0,0,1876,0,0,1,6,0,0,174,203,22212,0,0,0,0,0,799,0,0,139,474,0,0,0,0,0,8330,0,0,1015,5,0,0,0,0,30,0,336,740,0,0,0,2,0,0,0,0,227,0
Malta,0,0,0,0,0,0,0,10,0,0,44130,110,0,5,0,0,0,0,447,0,0,8,0,5,0,0,33,0,82,0,0,0,0,0,9438,0,0,0,0,19,0,7,0,0,0,0,0,0,0,0,39,36,89,0,0,46,32,1,0,0,0,2,0,3,0,43,497,0,0,0,0,753,0,88,0,0,0,0,0,0,0,0,0,0,96,6,0,0,0,0,400,0,0,1854,0,0,7,0,383,0,0,0,0,0,0,0,5,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,97,0,0,0,3,0,0,27,0,15,46,0,0,8,54,0,0,0,0,0,0,52,0,0,0,0,31,20,0,0,561,0,284,0,2,0,0,0,0,0,0,176,291,0,0,0,0,0,0,0,0,0,65,0,0,0,0,7,0,35000,12245,0,0,0,3,0,0,0,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,273,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,53,1,0,0,45,0,0,0,2,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9038,0,0,2,0,0,0,0,0,0,0
