Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
RIVERCOVE RESIDENCES,38 Anchorvale Lane  #03-36,1,89,Strata,924800,-,10391,965,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544593,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #08-03,1,84,Strata,862800,-,10271,954,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,Private,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #12-23,1,119,Strata,1275400,-,10718,996,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,34 Anchorvale Lane  #08-27,1,138,Strata,1396600,-,10120,940,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544591,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #03-24,1,108,Strata,1062700,-,9840,914,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #13-30,1,110,Strata,1223600,-,11124,1033,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,38 Anchorvale Lane  #01-34,1,119,Strata,1225000,-,10294,956,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544593,North East Region,Sengkang
RIVERCOVE RESIDENCES,38 Anchorvale Lane  #07-33,1,89,Strata,965300,-,10846,1008,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,Private,19,54,544593,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #07-01,1,89,Strata,942800,-,10593,984,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #13-21,1,103,Strata,1096500,-,10646,989,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #03-12,1,84,Strata,830600,-,9888,919,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #01-04,1,89,Strata,885300,-,9947,924,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #02-04,1,89,Strata,876300,-,9846,915,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #10-04,1,89,Strata,916800,-,10301,957,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #05-22,1,100,Strata,991800,-,9918,921,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,34 Anchorvale Lane  #12-26,1,100,Strata,1061300,-,10613,986,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544591,North East Region,Sengkang
RIVERCOVE RESIDENCES,38 Anchorvale Lane  #16-36,1,89,Strata,987800,-,11099,1031,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544593,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #16-09,1,84,Strata,928200,-,11050,1027,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #11-09,1,84,Strata,935400,-,11136,1035,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #04-23,1,119,Strata,1183300,-,9944,924,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #11-10,1,103,Strata,1082000,-,10505,976,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,34 Anchorvale Lane  #04-26,1,100,Strata,1016300,-,10163,944,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544591,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #04-11,1,113,Strata,1114300,-,9861,916,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #14-18,1,110,Strata,1161600,-,10560,981,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544589,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #06-09,1,84,Strata,884200,-,10526,978,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #03-11,1,113,Strata,1142600,-,10112,939,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #15-24,1,108,Strata,1154800,-,10693,993,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #04-08,1,108,Strata,1099200,-,10178,946,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #08-10,1,103,Strata,1100600,-,10685,993,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #08-01,1,89,Strata,951800,-,10694,994,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #01-17,1,89,Strata,906600,-,10187,946,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544589,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #06-17,1,89,Strata,920100,-,10338,960,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544589,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #13-03,1,84,Strata,882800,-,10510,976,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,Private,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #07-03,1,84,Strata,854800,-,10176,945,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #06-08,1,108,Strata,1076200,-,9965,926,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,40 Anchorvale Lane  #04-40,1,89,Strata,980400,-,11016,1023,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544594,North East Region,Sengkang
RIVERCOVE RESIDENCES,40 Anchorvale Lane  #07-40,1,89,Strata,965300,-,10846,1008,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544594,North East Region,Sengkang
RIVERCOVE RESIDENCES,38 Anchorvale Lane  #08-36,1,89,Strata,980400,-,11016,1023,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544593,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #14-10,1,103,Strata,1095500,-,10636,988,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #01-18,1,110,Strata,1134600,-,10315,958,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544589,North East Region,Sengkang
RIVERCOVE RESIDENCES,34 Anchorvale Lane  #11-26,1,100,Strata,1056800,-,10568,982,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544591,North East Region,Sengkang
RIVERCOVE RESIDENCES,34 Anchorvale Lane  #10-28,1,89,Strata,960800,-,10796,1003,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,Private,19,54,544591,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #12-13,1,103,Strata,1092000,-,10602,985,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #09-13,1,103,Strata,1078500,-,10471,973,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #07-07,1,84,Strata,875000,-,10417,968,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,40 Anchorvale Lane  #06-40,1,89,Strata,960800,-,10796,1003,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544594,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #13-13,1,103,Strata,1096500,-,10646,989,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #07-31,1,100,Strata,1000800,-,10008,930,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #16-31,1,100,Strata,1045800,-,10458,972,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #04-22,1,100,Strata,987300,-,9873,917,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #13-22,1,100,Strata,1032300,-,10323,959,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,34 Anchorvale Lane  #10-26,1,100,Strata,1052300,-,10523,978,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544591,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #16-08,1,108,Strata,1125700,-,10423,968,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #07-02,1,103,Strata,1055000,-,10243,952,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #07-17,1,89,Strata,924600,-,10389,965,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544589,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #04-12,1,84,Strata,834600,-,9936,923,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #09-12,1,84,Strata,858600,-,10221,950,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #05-24,1,108,Strata,1071700,-,9923,922,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,Private,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #12-09,1,84,Strata,912200,-,10860,1009,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #03-30,1,110,Strata,1123000,-,10209,948,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #09-17,1,89,Strata,938100,-,10540,979,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544589,North East Region,Sengkang
RIVERCOVE RESIDENCES,38 Anchorvale Lane  #09-35,1,100,Strata,1053000,-,10530,978,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544593,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #08-16,1,103,Strata,1064000,-,10330,960,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #05-32,1,89,Strata,943100,-,10597,984,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #15-09,1,84,Strata,924200,-,11002,1022,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #06-29,1,89,Strata,938300,-,10543,979,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #10-14,1,113,Strata,1171200,-,10365,963,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,40 Anchorvale Lane  #14-39,1,138,Strata,1457900,-,10564,981,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544594,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #07-09,1,84,Strata,888200,-,10574,982,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #12-19,1,100,Strata,1058600,-,10586,983,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544589,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #06-19,1,100,Strata,996300,-,9963,926,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544589,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #06-16,1,103,Strata,1082000,-,10505,976,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #06-23,1,119,Strata,1193300,-,10028,932,14-Apr-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,40 Anchorvale Lane  #02-40,1,89,Strata,971100,-,10911,1014,20-Sep-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544594,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #14-30,1,110,Strata,1193000,-,10845,1008,4-Sep-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #13-01,1,89,Strata,984100,-,11057,1027,4-Sep-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,Private,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #11-13,1,103,Strata,1087500,-,10558,981,23-Aug-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #16-07,1,84,Strata,932300,-,11099,1031,20-Aug-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #02-21,1,103,Strata,1053000,-,10223,950,30-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #02-01,1,89,Strata,957500,-,10758,999,30-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #13-24,1,108,Strata,1123400,-,10402,966,30-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #15-16,1,103,Strata,1106500,-,10743,998,30-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #05-18,1,110,Strata,1133900,-,10308,958,30-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544589,North East Region,Sengkang
RIVERCOVE RESIDENCES,26 Anchorvale Lane  #09-10,1,103,Strata,1073000,-,10417,968,25-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544587,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #11-24,1,108,Strata,1103200,-,10215,949,23-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #08-02,1,103,Strata,1095900,-,10640,988,19-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #01-24,1,108,Strata,1073400,-,9939,923,17-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #06-30,1,110,Strata,1195700,-,10870,1010,17-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #08-31,1,100,Strata,1019900,-,10199,948,17-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #06-02,1,103,Strata,1050500,-,10199,948,17-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #14-14,1,113,Strata,1215100,-,10753,999,17-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,40 Anchorvale Lane  #06-39,1,138,Strata,1409900,-,10217,949,15-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544594,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #01-30,1,110,Strata,1123000,-,10209,948,15-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #13-07,1,84,Strata,947900,-,11285,1048,13-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #03-06,1,84,Strata,838900,-,9987,928,12-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #01-13,1,103,Strata,1057500,-,10267,954,3-Jul-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #10-08,1,108,Strata,1120700,-,10377,964,14-Dec-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,34 Anchorvale Lane  #13-26,1,100,Strata,1065800,-,10658,990,30-Nov-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544591,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #01-16,1,103,Strata,1047400,-,10169,945,14-Nov-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,34 Anchorvale Lane  #01-25,1,89,Strata,962200,-,10811,1004,12-Nov-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544591,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #09-07,1,84,Strata,912900,-,10868,1010,30-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #02-14,1,113,Strata,1160000,-,10265,954,30-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,28 Anchorvale Lane  #09-15,1,110,Strata,1170700,-,10643,989,30-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544588,North East Region,Sengkang
RIVERCOVE RESIDENCES,30 Anchorvale Lane  #13-19,1,100,Strata,1053000,-,10530,978,30-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544589,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #16-29,1,89,Strata,1007600,-,11321,1052,30-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,40 Anchorvale Lane  #16-37,1,89,Strata,1007600,-,11321,1052,30-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544594,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #12-07,1,84,Strata,925200,-,11014,1023,30-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #16-30,1,110,Strata,1239100,-,11265,1047,29-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,38 Anchorvale Lane  #08-34,1,119,Strata,1292700,-,10863,1009,29-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544593,North East Region,Sengkang
RIVERCOVE RESIDENCES,20 Anchorvale Lane  #13-02,1,103,Strata,1108300,-,10760,1000,29-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544584,North East Region,Sengkang
RIVERCOVE RESIDENCES,32 Anchorvale Lane  #16-23,1,119,Strata,1296000,-,10891,1012,22-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544590,North East Region,Sengkang
RIVERCOVE RESIDENCES,38 Anchorvale Lane  #14-34,1,119,Strata,1310700,-,11014,1023,22-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544593,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #04-30,1,110,Strata,1128000,-,10255,953,18-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,38 Anchorvale Lane  #13-34,1,119,Strata,1280000,-,10756,999,2-Oct-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544593,North East Region,Sengkang
RIVERCOVE RESIDENCES,36 Anchorvale Lane  #13-32,1,89,Strata,965700,-,10851,1008,28-Jun-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544592,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #03-07,1,84,Strata,871700,-,10377,964,27-Jun-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #04-07,1,84,Strata,867600,-,10329,960,27-Jun-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,HDB,19,54,544585,North East Region,Sengkang
RIVERCOVE RESIDENCES,22 Anchorvale Lane  #13-06,1,84,Strata,875200,-,10419,968,26-Jun-18,Executive Condominium,99 Yrs From 05/12/2016,Uncompleted,New Sale,N.A,19,54,544585,North East Region,Sengkang
